iucn_sid,scientific_name,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,assessment_date,category,criteria,population_trend,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason
133127,Symphyllia valenciennesii,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Symphyllia,NA,"Milne Edwards &amp; Haime, 1849",2014,2008-01-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Turak, E., Sheppard, C. & Wood, E.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,2,40,NA,NA,NA,NA
133129,Astreopora ocellata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,NA,"Bernard, 1896",2008,2008-01-01,LC,NA,Decreasing,TRUE,FALSE,FALSE,"E. Lovell, G. Aeby, Z. Richards, J.C. Delbeek, C. Reboton & D. Bass","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,5,20,NA,NA,NA,NA
133132,Acropora aspera,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,NA,"(Dana, 1846)",2014,2008-01-03,VU,A4ce,Decreasing,TRUE,FALSE,FALSE,"Aeby, G., Delbeek, J.T., Lovell, E.R., Richards, Z.T., Reboton, C. & Bass, D.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,0,5,NA,NA,NA,NA
133133,Acropora abrolhosensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,NA,"Veron, 1985",2008,2008-01-01,VU,A4cde,Decreasing,TRUE,FALSE,FALSE,"Richards, Z., Delbeek, J.C., Lovell, E., Bass, D., Aeby, G. & Reboton, C.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,2,18,NA,NA,NA,NA
133136,Favia marshae,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,NA,"Veron, 2002",2014,2008-01-03,NT,NA,Decreasing,TRUE,FALSE,FALSE,"DeVantier, L., Hodgson, G., Huang, D., Johan, O., Licuanan, A., Obura, D.O., Sheppard, C., Syahrir, M. & Turak, E.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,5,15,NA,NA,NA,NA
133137,Astreopora scabra,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,NA,"Lamberts, 1982",2014,2008-01-03,LC,NA,Decreasing,TRUE,FALSE,FALSE,"Aeby, G., Lovell, E.R., Richards, Z.T., Delbeek, J.T., Reboton, C. & Bass, D.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,3,15,NA,NA,NA,NA
133139,Isopora palifera,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Isopora,Catch Bowl Coral,"(Lamarck, 1816)",2014,2008-01-03,NT,NA,Decreasing,TRUE,FALSE,FALSE,"Richards, Z.T., Delbeek, J.T., Lovell, E.R., Bass, D., Aeby, G. & Reboton, C.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,2,20,NA,NA,NA,NA
133140,Millepora exaesa,ANIMALIA,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,NA,Forskål 1775,2014,2008-01-03,LC,NA,Stable,TRUE,FALSE,FALSE,"Obura, D.O., Fenner, D., Hoeksema, B.W., DeVantier, L. & Sheppard, C.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,0,15,NA,NA,NA,NA
133146,Turbinaria frondens,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Turbinaria,NA,"(Dana, 1846)",2008,2008-01-01,LC,NA,Unknown,TRUE,FALSE,FALSE,"Hoeksema, B., Rogers, A. & Quibilan, M.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,7,20,NA,NA,NA,NA
133147,Leptoseris yabei,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Leptoseris,NA,"(Pillai &amp; Scheer, 1976)",2008,2008-01-01,VU,A4ce,Unknown,TRUE,FALSE,FALSE,"Hoeksema, B., Rogers, A. & Quibilan, M.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,6,20,NA,NA,NA,NA
133148,Ctenactis echinata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Ctenactis,NA,"(Pallas, 1766)",2014,2008-01-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Hoeksema, B.W., Wood, E., Rogers, A. & Quibilan, M.C.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,1,20,NA,NA,NA,NA
133152,Lobophyllia pachysepta,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Lobophyllia,NA,"Chevalier, 1975",2008,2008-01-01,NT,NA,Unknown,TRUE,FALSE,FALSE,"Turak, E., Sheppard, C. & Wood, E.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,3,30,NA,NA,NA,NA
133156,Alveopora verrilliana,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Alveopora,NA,"Dana, 1872",2014,2008-01-03,VU,A4cd,Unknown,TRUE,FALSE,FALSE,"Sheppard, A., Fenner, D., Edwards, A., Abrar, M. & Ochavillo, D.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,3,30,NA,NA,NA,NA
133157,Scolymia vitiensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Scolymia,NA,"Brüggemann, 1878",2008,2008-01-01,NT,NA,Unknown,TRUE,FALSE,FALSE,"Turak, E., Sheppard, C. & Wood, E.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,5,50,NA,NA,NA,NA
133158,Podabacia crustacea,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Podabacia,NA,"(Pallas, 1766)",2014,2008-01-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Hoeksema, B.W., Rogers, A. & Quibilan, M.C.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,3,20,NA,NA,NA,NA
133160,Acropora austera,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,NA,"(Dana, 1846)",2008,2008-01-01,NT,NA,Decreasing,TRUE,FALSE,FALSE,"Aeby, G., Delbeek, J.C., Lovell, E., Richards, Z., Reboton, C. & Bass, D.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,0.5,20,NA,NA,NA,NA
133161,Platygyra contorta,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Platygyra,NA,"Veron, 1990",2008,2008-01-01,LC,NA,Decreasing,TRUE,FALSE,FALSE,"DeVantier, L., Hodgson, G., Huang, D., Johan, O., Licuanan, A., Obura, D., Sheppard, C., Syahrir, M. & Turak, E.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,2,20,NA,NA,NA,NA
133166,Halomitra pileus,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Halomitra,Bowl Coral,"(Linnaeus, 1758)",2014,2008-01-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Hoeksema, B.W., Rogers, A. & Quibilan, M.C.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,3,25,NA,NA,NA,NA
133167,Cyphastrea serailia,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Cyphastrea,NA,"(Forskål, 1775)",2014,2008-01-03,LC,NA,Decreasing,TRUE,FALSE,FALSE,"DeVantier, L., Hodgson, G., Huang, D., Johan, O., Licuanan, A., Obura, D.O., Sheppard, C., Syahrir, M. & Turak, E.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,0,50,NA,NA,NA,NA
133171,Coeloseris mayeri,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Coeloseris,NA,"Vaughan, 1918",2014,2008-01-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Hoeksema, B.W., Rogers, A. & Quibilan, M.C.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,1,5,NA,NA,NA,NA
133172,Echinophyllia aspera,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Echinophyllia,NA,"(Ellis &amp; Solander, 1788)",2014,2008-01-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Sheppard, A., Fenner, D., Edwards, A., Abrar, M. & Ochavillo, D.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,3,40,NA,NA,NA,NA
133173,Euphyllia ancora,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIDAE,Euphyllia,NA,"Veron &amp; Pichon, 1979",2008,2008-01-01,VU,A4cd,Unknown,TRUE,FALSE,FALSE,"Turak, E., Sheppard, C. & Wood, E.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,6,30,NA,NA,NA,NA
133174,Astreopora moretonensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,NA,"Veron &amp; Wallace, 1984",2008,2008-01-01,VU,A4ce,Decreasing,TRUE,FALSE,FALSE,"Aeby, G., Lovell, E., Richards, Z., Delbeek, J.C., Reboton, C. & Bass, D.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,2,15,NA,NA,NA,NA
133175,Montipora efflorescens,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,NA,"Bernard, 1897",2014,2008-01-03,NT,NA,Decreasing,TRUE,FALSE,FALSE,"DeVantier, L., Hodgson, G., Huang, D., Johan, O., Licuanan, A., Obura, D.O., Sheppard, C., Syahrir, M. & Turak, E.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,1,20,NA,NA,NA,NA
133176,Coscinaraea exesa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Coscinaraea,NA,"Dana, 1846",2008,2008-01-01,LC,NA,Stable,TRUE,FALSE,FALSE,"Sheppard, C., Turak, E. & Wood, E.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,0,35,NA,NA,NA,NA
133177,Turbinaria patula,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Turbinaria,NA,"(Dana, 1846)",2008,2008-01-01,VU,A4c,Unknown,TRUE,FALSE,FALSE,"Hoeksema, B., Rogers, A. & Quibilan, M.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,7,20,NA,NA,NA,NA
133178,Montastrea annuligera,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Montastrea,NA,"(Milne Edwards &amp; Haime, 1849)",2008,2008-01-01,NT,NA,Decreasing,TRUE,FALSE,FALSE,"DeVantier, L., Hodgson, G., Huang, D., Johan, O., Licuanan, A., Obura, D., Sheppard, C., Syahrir, M. & Turak, E.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,0,20,NA,NA,NA,NA
133179,Fungia scabra,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,NA,"Döderlein, 1901",2008,2008-01-01,LC,NA,Unknown,TRUE,FALSE,FALSE,"Hoeksema, B., Rogers, A. & Quibilan, M.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,1,24,NA,NA,NA,NA
133182,Isopora brueggemanni,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Isopora,NA,"(Brook, 1893)",2008,2008-01-01,VU,A4ce,Decreasing,TRUE,FALSE,FALSE,"Richards, Z., Delbeek, J.C., Lovell, E., Bass, D., Aeby, G. & Reboton, C.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,1,15,NA,NA,NA,NA
133183,Fungia granulosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,NA,"Klunzinger, 1879",2014,2008-01-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Hoeksema, B.W., Wood, E., Rogers, A. & Quibilan, M.C.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,2,33,NA,NA,NA,NA
133186,Montipora floweri,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,NA,"Wells, 1954",2014,2008-01-03,LC,NA,Decreasing,TRUE,FALSE,FALSE,"DeVantier, L., Hodgson, G., Huang, D., Johan, O., Licuanan, A., Obura, D.O., Sheppard, C., Syahrir, M. & Turak, E.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,1,30,NA,NA,NA,NA
133188,Echinopora hirsutissima,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Echinopora,NA,"Milne Edwards &amp; Haime, 1849",2008,2008-01-01,LC,NA,Decreasing,TRUE,FALSE,FALSE,"DeVantier, L., Hodgson, G., Huang, D., Johan, O., Licuanan, A., Obura, D., Sheppard, C., Syahrir, M. & Turak, E.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,0,40,NA,NA,NA,NA
133192,Oxypora glabra,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Oxypora,NA,"Nemenzo, 1959",2014,2008-01-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Sheppard, A., Fenner, D., Edwards, A., Abrar, M. & Ochavillo, D.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,3,40,NA,NA,NA,NA
133193,Heliopora coerulea,ANIMALIA,CNIDARIA,ANTHOZOA,HELIOPORACEA,HELIOPORIDAE,Heliopora,Blue Coral,Pallas 1766,2008,2008-01-01,VU,A4cde,Decreasing,TRUE,FALSE,FALSE,"Obura, D., Fenner, D., Hoeksema, B., Devantier, L. & Sheppard, C.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,0,2,NA,NA,NA,NA
133194,Montipora digitata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,NA,"(Dana, 1846)",2008,2008-01-01,LC,NA,Decreasing,TRUE,FALSE,FALSE,"DeVantier, L., Hodgson, G., Huang, D., Johan, O., Licuanan, A., Obura, D., Sheppard, C., Syahrir, M. & Turak, E.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,0,5,NA,NA,NA,NA
133196,Montipora incrassata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,NA,"(Dana, 1846)",2008,2008-01-01,NT,NA,Decreasing,TRUE,FALSE,FALSE,"DeVantier, L., Hodgson, G., Huang, D., Johan, O., Licuanan, A., Obura, D., Sheppard, C., Syahrir, M. & Turak, E.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,1,30,NA,NA,NA,NA
133197,Pocillopora verrucosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Pocillopora,Rasp Coral,"(Ellis &amp; Solander, 1786)",2014,2008-01-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Hoeksema, B.W., Rogers, A. & Quibilan, M.C.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,1,54,NA,NA,NA,NA
133198,Goniopora fruticosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,NA,"Saville-Kent, 1893",2014,2008-01-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Sheppard, A., Fenner, D., Edwards, A., Abrar, M. & Ochavillo, D.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,5,25,NA,NA,NA,NA
133200,Oulophyllia crispa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Oulophyllia,NA,"(Lamarck, 1816)",2014,2008-01-03,NT,NA,Decreasing,TRUE,FALSE,FALSE,"DeVantier, L., Hodgson, G., Huang, D., Johan, O., Licuanan, A., Obura, D.O., Sheppard, C., Syahrir, M. & Turak, E.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,2,30,NA,NA,NA,NA
133201,Fungia scutaria,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,NA,"Lamarck, 1801",2014,2008-01-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Hoeksema, B.W., Rogers, A. & Quibilan, M.C.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,1,30,NA,NA,NA,NA
133203,Acropora tenella,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,NA,"(Brook, 1892)",2014,2008-01-03,VU,A4ce,Decreasing,TRUE,FALSE,FALSE,"Aeby, G., Lovell, E.R., Richards, Z.T., Delbeek, J.T., Reboton, C. & Bass, D.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,25,70,NA,NA,NA,NA
133207,Acropora clathrata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,NA,"(Brook, 1891)",2008,2008-01-01,LC,NA,Decreasing,TRUE,FALSE,FALSE,"Richards, Z., Delbeek, J.C., Lovell, E., Bass, D., Aeby, G. & Reboton, C.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,8,20,NA,NA,NA,NA
133208,Psammocora contigua,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,NA,Esper 1797,2014,2008-01-03,NT,NA,Unknown,TRUE,FALSE,FALSE,"Sheppard, C., Turak, E. & Wood, E.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,0,30,NA,NA,NA,NA
133209,Favites pentagona,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,NA,"(Esper, 1794)",2014,2008-01-03,LC,NA,Decreasing,TRUE,FALSE,FALSE,"DeVantier, L., Hodgson, G., Huang, D., Johan, O., Licuanan, A., Obura, D.O., Sheppard, C., Syahrir, M. & Turak, E.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,0,25,NA,NA,NA,NA
133210,Favia speciosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,NA,"Dana, 1846",2008,2008-01-01,LC,NA,Decreasing,TRUE,FALSE,FALSE,"DeVantier, L., Hodgson, G., Huang, D., Johan, O., Licuanan, A., Obura, D., Sheppard, C., Syahrir, M. & Turak, E.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,0,40,NA,NA,NA,NA
133213,Lithophyllon undulatum,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Lithophyllon,NA,"Rehberg, 1892",2008,2008-01-01,NT,NA,Unknown,TRUE,FALSE,FALSE,"Hoeksema, B., Rogers, A. & Quibilan, M.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,1,20,NA,NA,NA,NA
133214,Astreopora eliptica,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,NA,"Yabe &amp; Sugiyama, 1941",2014,2008-01-03,DD,NA,Decreasing,TRUE,FALSE,FALSE,"Richards, Z.T., Delbeek, J.T., Lovell, E.R., Bass, D., Aeby, G. & Reboton, C.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133215,Fungia tenuis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,NA,"Dana, 1846",2014,2008-01-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Hoeksema, B.W., Wood, E., Rogers, A. & Quibilan, M.C.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,1,27,NA,NA,NA,NA
133216,Porites lobata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,NA,"Dana, 1846",2014,2008-01-03,NT,NA,Unknown,TRUE,FALSE,FALSE,"Sheppard, A., Fenner, D., Edwards, A., Abrar, M. & Ochavillo, D.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,0,30,NA,NA,NA,NA
133220,Montipora caliculata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,NA,"(Dana, 1846)",2014,2008-01-03,VU,A4ce,Decreasing,TRUE,FALSE,FALSE,"DeVantier, L., Hodgson, G., Huang, D., Johan, O., Licuanan, A., Obura, D.O., Sheppard, C., Syahrir, M. & Turak, E.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,1,20,NA,NA,NA,NA
133222,Pocillopora damicornis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Pocillopora,Cauliflower Coral,"(Linnaeus, 1758)",2014,2008-01-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Hoeksema, B.W., Rogers, A. & Quibilan, M.C.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,1,20,NA,NA,NA,NA
133223,Acropora donei,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,NA,"Veron &amp; Wallace, 1984",2008,2008-01-01,VU,A4ce,Decreasing,TRUE,FALSE,FALSE,"Richards, Z., Delbeek, J.C., Lovell, E., Bass, D., Aeby, G. & Reboton, C.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,5,20,NA,NA,NA,NA
133225,Euphyllia divisa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIDAE,Euphyllia,NA,"Veron &amp; Pichon, 1980",2008,2008-01-01,NT,NA,Unknown,TRUE,FALSE,FALSE,"Turak, E., Sheppard, C. & Wood, E.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,2,35,NA,NA,NA,NA
133227,Astreopora expansa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,NA,"Brüggemann, 1877",2008,2008-01-01,NT,NA,Decreasing,TRUE,FALSE,FALSE,"Richards, Z., Delbeek, J.C., Lovell, E., Bass, D., Aeby, G. & Reboton, C.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,5,15,NA,NA,NA,NA
133230,Fungia vaughani,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,NA,"Boschma, 1923",2014,2008-01-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Hoeksema, B.W., Wood, E., Rogers, A. & Quibilan, M.C.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,20,36,NA,NA,NA,NA
133231,Diploastrea heliopora,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Diploastrea,NA,"(Lamarck, 1816)",2014,2008-01-03,NT,NA,Decreasing,TRUE,FALSE,FALSE,"DeVantier, L., Hodgson, G., Huang, D., Johan, O., Licuanan, A., Obura, D.O., Sheppard, C., Syahrir, M. & Turak, E.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,0,30,NA,NA,NA,NA
133236,Galaxea paucisepta,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Galaxea,NA,"Claereboudt, 1990",2014,2008-01-03,NT,NA,Unknown,TRUE,FALSE,FALSE,"Hoeksema, B.W., Rogers, A. & Quibilan, M.C.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,5,20,NA,NA,NA,NA
133238,Montipora hispida,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,NA,"(Dana, 1846)",2008,2008-01-01,LC,NA,Decreasing,TRUE,FALSE,FALSE,"DeVantier, L., Hodgson, G., Huang, D., Johan, O., Licuanan, A., Obura, D., Sheppard, C., Syahrir, M. & Turak, E.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,1,40,NA,NA,NA,NA
133239,Acropora nasuta,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,NA,"(Dana, 1846)",2014,2008-01-03,NT,NA,Decreasing,TRUE,FALSE,FALSE,"Richards, Z.T., Delbeek, J.T., Lovell, E.R., Bass, D., Aeby, G. & Reboton, C.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,3,15,NA,NA,NA,NA
133240,Pavona clavus,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,NA,"(Dana, 1846)",2014,2008-01-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Hoeksema, B.W., Rogers, A. & Quibilan, M.C.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,2,15,NA,NA,NA,NA
133242,Pavona frondifera,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,NA,"(Lamarck, 1816)",2014,2008-01-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Hoeksema, B.W., Rogers, A. & Quibilan, M.C.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,3,15,NA,NA,NA,NA
133243,Echinopora pacificus,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Echinopora,NA,"Veron, 1990",2008,2008-01-01,NT,NA,Decreasing,TRUE,FALSE,FALSE,"DeVantier, L., Hodgson, G., Huang, D., Johan, O., Licuanan, A., Obura, D., Sheppard, C., Syahrir, M. & Turak, E.","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",NA,NA,NA,NA,1,15,NA,NA,NA,NA
133244,Favites flexuosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,NA,"(Dana, 1846)",2014,2008-01-03,NT,NA,Decreasing,TRUE,FALSE,FALSE,"DeVantier, L., Hodgson, G., Huang, D., Johan, O., Licuanan, A., Obura, D.O., Sheppard, C., Syahrir, M. & Turak, E.","Livingstone, S., Polidoro, B. & Smith, J.",NA,NA,NA,NA,1,20,NA,NA,NA,NA
