iucn_sid,eez_km2,nms_km2,terr_km2
194350,4100,0,3900
194351,4100,0,3900
194356,4100,0,3900
194359,4100,0,3900
194360,4100,0,3900
194363,4100,0,3900
194366,4100,0,3900
194367,100,100,0
194368,3800,0,3600
194370,4100,0,3900
194371,136300,91600,24100
194374,4000,0,3800
194376,4100,0,3900
194377,4100,0,3900
194379,4100,0,3900
194380,73500,39500,10300
194382,4100,0,3900
194383,73600,61900,11700
194385,4100,0,3900
194386,104900,67000,17300
194387,136300,91600,24100
194391,4100,0,3900
194393,4000,0,3800
194398,4100,0,3900
194401,3800,0,3600
194402,4100,0,3900
194407,4100,0,3900
194993,179400,131500,24200
195345,300,0,300
195459,616200,476200,24200
196310,4400,0,4200
196313,4100,0,3900
196317,4100,0,3900
196325,300,0,300
196327,4100,0,3900
196339,3800,0,3600
196341,3800,0,3600
196343,3100,0,2900
196344,100,0,100
196345,100,0,100
196408,4100,0,3900
196410,4100,0,3900
196412,4100,0,3900
196417,3800,0,3600
196421,4100,0,3900
196436,4100,0,3900
197054,4100,0,3900
198561,4100,0,3900
198566,616200,476200,24200
198613,378200,249500,12900
198614,616200,476200,24200
198643,4100,0,3900
198650,616200,476200,24200
198651,616200,476200,24200
198670,4100,0,3900
198761,30800,30600,200
198921,616200,476200,24200
199622,3800,0,3600
199661,3800,0,3600
200715,4100,0,3900
13462731,615800,475800,24200
13462737,4100,0,3900
13485312,616200,476200,24200
13485622,616200,476200,24200
13485635,616200,476200,24200
13485675,177100,131500,21900
13485856,616200,476200,24200
13486199,4100,0,3900
13486514,4100,0,3900
13487700,2300,0,2300
15149121,616200,476200,24200
15522050,73700,62000,11700
15598524,616200,476200,24200
15598540,611400,471400,24200
15598550,616200,476200,24200
15598596,616200,476200,24200
15598630,616200,476200,24200
15598639,616200,476200,24200
15598666,616200,476200,24200
15598672,616200,476200,24200
15598778,616200,476200,24200
15598791,616200,476200,24200
15598812,616200,476200,24200
15598887,616200,476200,24200
15598957,616200,476200,24200
15599060,616200,476200,24200
15599078,616200,476200,24200
15600450,616200,476200,24200
15600453,616200,476200,24200
15600713,616200,476200,24200
15600727,616200,476200,24200
15600731,179600,161700,10000
15601909,78700,71900,6800
15601913,595200,455200,24200
16407132,136400,91700,24100
16425354,104500,92700,11800
16431757,4100,0,3900
16439367,616200,476200,24200
16440027,4100,0,3900
16507347,4100,0,3900
16509126,616200,476200,24200
16509242,616200,476200,24200
16509297,177800,129900,24200
16545183,616200,476200,24200
16545250,616200,476200,24200
16545253,616200,476200,24200
16545256,616200,476200,24200
16719296,4100,0,3900
16719387,4100,0,3900
16719605,300,0,300
16719651,4100,0,3900
16719685,4100,0,3900
16719839,4100,0,3900
16719843,4100,0,3900
16719994,4100,0,3900
16720002,4100,0,3900
16720022,4100,0,3900
16720036,4100,0,3900
16720083,4100,0,3900
16720267,4100,0,3900
16720328,4100,0,3900
16720528,4100,0,3900
16720537,4100,0,3900
16720568,4100,0,3900
16720577,4100,0,3900
16720607,4100,0,3900
16721443,136400,91700,24100
16721842,136400,91700,24100
16749737,136400,91700,24100
16781113,4100,0,3900
18123960,616200,476200,24200
18124015,616200,476200,24200
18124163,136700,91900,24100
18124179,100,0,100
18124738,4100,0,3900
18127741,616200,476200,24200
18127840,616200,476200,24200
18128749,616200,476200,24200
18139045,217100,180200,22900
18140736,616200,476200,24200
18155920,582100,442100,24200
18158262,4100,0,3900
18158583,445300,306000,23500
18227119,616200,476200,24200
18252612,616200,476200,24200
18252619,616200,476200,24200
18252629,616200,476200,24200
18252702,596200,456200,24200
18253276,616200,476200,24200
18253282,616200,476200,24200
18256458,538300,410400,24200
18256560,616200,476200,24200
18256726,616200,476200,24200
18256992,61300,55300,6000
18257780,4100,0,3900
19712515,1000,1000,0
19715689,104600,92800,11800
20249232,4100,0,3900
20249446,3800,0,3600
20250059,4100,0,3900
20252707,136700,91900,24100
20252738,136700,91900,24100
20252870,136400,91700,24100
20253006,3900,0,3700
20253212,63000,29900,12400
20256729,62700,29700,12400
20429419,4100,0,3900
20429438,136400,91700,24100
20429455,4100,0,3900
20429462,4100,0,3900
20429869,136300,91600,24100
20429950,4100,0,3900
20430011,62700,29700,12400
20430651,4100,0,3900
20430679,136300,91600,24100
20430774,4100,0,3900
20431518,62700,29700,12400
20432145,4100,0,3900
20432158,62700,29700,12400
20434766,4100,0,3900
20436473,4100,0,3900
20436497,4100,0,3900
20662028,616200,476200,24200
20665551,616200,476200,24200
20885933,616200,476200,24200
21101322,499400,364400,22300
21110056,342400,276400,11800
21110276,72800,38800,10300
21112632,177100,131500,21900
21112669,177100,131500,21900
21112879,239500,209700,11800
21113900,616200,476200,24200
21132418,616200,476200,24200
21132825,616200,476200,24200
21132859,616200,476200,24200
21132910,616200,476200,24200
21132963,602200,462200,24200
22680157,400,0,400
22680217,400,0,400
22680301,400,0,400
22680313,400,0,400
22680391,400,0,400
22683399,400,0,400
22692425,400,0,400
22693150,400,0,400
22693158,400,0,400
22693178,400,0,400
22693216,400,0,400
22693220,400,0,400
22693251,400,0,400
22693289,400,0,400
22693305,400,0,400
22693336,400,0,400
22693359,400,0,400
22693369,400,0,400
22693383,400,0,400
22693392,400,0,400
22693414,400,0,400
22693427,400,0,400
22693431,400,0,400
22693490,224400,212900,11500
22693749,400,0,400
22693770,400,0,400
22693855,400,0,400
22694132,400,0,400
22694240,136200,127600,8600
22694420,400,0,400
22694571,4100,0,3900
22694601,616200,476200,24200
22694612,4100,0,3900
22694722,4000,0,3800
22694730,535700,396500,24600
22694740,616600,476200,24600
22694782,400,0,400
22694794,616600,476200,24600
22694799,263800,228400,12400
22694821,4500,0,4300
22696641,616600,476200,24600
22696645,616600,476200,24600
22696694,616600,476200,24600
22696698,616600,476200,24600
22696743,400,0,400
22697211,400,0,400
22697219,400,0,400
22697733,616600,476200,24600
22697738,616200,476200,24200
22698042,133500,126600,2700
22698132,616200,476200,24200
22698172,616200,476200,24200
22698175,616200,476200,24200
22698548,616600,476200,24600
22727487,400,0,400
22727668,400,0,400
22727969,400,0,400
22728182,400,0,400
22734070,371100,265000,12800
22736173,616600,476200,24600
42566169,136400,91700,24100
42830204,4100,0,3900
42830239,177100,131500,21900
42830251,177100,131500,21900
42830277,177100,131500,21900
46079801,4100,0,3900
46080080,4100,0,3900
46080857,3800,0,3600
46081422,62700,29700,12400
46081926,4100,0,3900
46086162,4100,0,3900
46086190,4100,0,3900
46086355,4100,0,3900
46086532,4100,0,3900
46086775,4100,0,3900
46087000,4100,0,3900
46087813,3800,0,3600
46087863,134800,91200,24100
46967817,616500,476200,24500
47165067,616200,476200,24200
47165363,616200,476200,24200
47165538,616200,476200,24200
47269908,3800,0,3600
47402970,3800,0,3600
47402978,3700,0,3600
47403067,3800,0,3600
48342093,136700,91900,24100
48342105,4100,0,3900
48342111,4100,0,3900
48342115,4100,0,3900
48342117,3800,0,3600
48342126,3800,0,3600
48342137,136700,91900,24100
48342154,63000,29900,12400
48342158,63000,29900,12400
48342162,3800,0,3600
48342168,4100,0,3900
48342187,3800,0,3600
48342209,100,0,100
48342210,4100,0,3900
48342213,4100,0,3900
48342225,3800,0,3600
48342246,136700,91900,24100
48342248,4100,0,3900
48342256,100,0,100
48342265,4100,0,3900
48342274,4100,0,3900
48342292,4100,0,3900
48342295,63000,29900,12400
48342300,4100,0,3900
48342309,4100,0,3900
48342321,4100,0,3900
48342326,3800,0,3600
48342333,4100,0,3900
48342346,136700,91900,24100
48342354,3800,0,3600
48342359,4100,0,3900
48342366,4100,0,3900
48342385,4100,0,3900
48342389,100,0,100
48342402,3800,0,3600
48342428,4100,0,3900
48342431,3800,0,3600
48342444,136700,91900,24100
48342451,3800,0,3600
48342456,63000,29900,12400
48342473,3800,0,3600
48342475,3100,0,2900
48342477,4100,0,3900
48342482,3800,0,3600
48342489,4100,0,3900
48342513,4100,0,3900
48342516,4100,0,3900
48342518,100,0,100
48342521,4100,0,3900
48342525,4100,0,3900
48342530,136700,91900,24100
50902942,4100,0,3900
50903119,4100,0,3900
50903183,4100,0,3900
56852298,4100,0,3900
57825241,347000,258200,12400
60469175,616200,476200,24200
60469232,605500,465500,24200
60469264,281800,238400,24000
60469375,616200,476200,24200
60469615,616200,476200,24200
60469670,2000,2000,0
60470092,616200,476200,24200
60470418,616200,476200,24200
60470422,616200,476200,24200
60470687,616200,476200,24200
60471792,616200,476200,24200
60471877,53200,35700,10800
60471901,616200,476200,24200
60475627,15500,3600,0
60481655,20500,14500,0
60481914,616200,476200,24200
60483083,616200,476200,24200
60483092,616200,476200,24200
60483177,616200,476200,24200
60483273,616200,476200,24200
67852269,4100,0,3900
67852930,4100,0,3900
67853143,63000,29900,12400
67853390,4100,0,3900
67853451,4100,0,3900
67856085,4100,0,3900
67869125,136300,91600,24100
67869551,63000,29900,12400
67869566,136700,91900,24100
67869958,3800,0,3600
67870015,3800,0,3600
67871020,136700,91900,24100
67871036,136700,91900,24100
67871084,136700,91900,24100
67871116,136700,91900,24100
67871136,63000,29900,12400
67871143,136700,91900,24100
67871203,3800,0,3600
67871260,136700,91900,24100
67871355,4100,0,3900
67899637,136400,91700,24100
67899991,4100,0,3900
67900607,136700,91900,24100
67901205,136700,91900,24100
67901306,3800,0,3600
67902088,4100,0,3900
67902103,4000,0,3800
67902657,4100,0,3900
67902908,4100,0,3900
67902985,4100,0,3900
67903042,4100,0,3900
67903124,4100,0,3900
67903149,136700,91900,24100
67903174,4100,0,3900
67905401,3800,0,3600
67905470,4100,0,3900
67905489,63000,29900,12400
67966271,616200,476200,24200
67968894,136400,91700,24100
67996575,136700,91900,24100
67997172,4100,0,3900
67997318,136700,91900,24100
67997668,4100,0,3900
67997787,4100,0,3900
67997808,63000,29900,12400
67997854,4100,0,3900
67997869,4100,0,3900
67997879,4100,0,3900
67997886,63000,29900,12400
68000804,4100,0,3900
68001146,3800,0,3600
68324528,4100,0,3900
68324675,136700,91900,24100
68325526,4100,0,3900
68326585,3800,0,3600
68328401,200,0,200
68328587,3800,0,3600
68329897,1000,0,1000
68329954,4100,0,3900
68330520,300,0,300
68332344,3800,0,3600
68332472,4100,0,3900
68332934,100,0,100
68332983,59300,26300,12400
68333251,62700,29700,12400
68333307,3800,0,3600
68377359,3800,0,3600
68398868,3900,0,3700
69128053,4100,0,3900
69128107,4100,0,3900
69128289,4100,0,3900
69128478,4000,0,3800
69128541,3800,0,3600
69130229,3800,0,3600
69130320,3800,0,3600
69179175,3800,0,3600
69179838,4100,0,3900
69180312,3900,0,3700
69181442,4100,0,3900
69181519,4100,0,3900
69181884,4100,0,3900
69181934,4100,0,3900
69181941,4100,0,3900
69181969,300,0,300
69182011,4100,0,3900
69182614,4100,0,3900
69182861,4100,0,3900
69538589,3800,0,3600
69539262,4100,0,3900
69539271,4100,0,3900
69539322,4100,0,3900
69539343,4100,0,3900
69539356,3800,0,3600
69539374,4100,0,3900
69539421,3800,0,3600
69539499,4100,0,3900
69539506,3900,0,3700
69539564,4100,0,3900
69539571,3800,0,3600
69539597,3800,0,3600
69539604,3800,0,3600
69539611,3800,0,3600
69539627,3800,0,3600
69544768,3800,0,3600
69544771,4100,0,3900
69583335,3800,0,3600
69583371,4100,0,3900
69583393,4100,0,3900
69583400,4100,0,3900
69583407,4100,0,3900
69583414,4100,0,3900
69583417,4100,0,3900
69583426,4100,0,3900
69583439,4100,0,3900
69583442,4100,0,3900
69583447,3800,0,3600
69583460,4100,0,3900
69583463,3800,0,3600
69584035,62700,29700,12400
69584048,3800,0,3600
69584098,136700,91900,24100
69584403,3900,0,3700
69584408,4100,0,3900
69584417,136700,91900,24100
69584428,73600,61900,11700
69584488,3800,0,3600
69584519,62700,29700,12400
69584560,4100,0,3900
69584566,4100,0,3900
69584835,4100,0,3900
69585696,4100,0,3900
69586094,136400,91700,24100
69586372,3800,0,3600
69586671,4100,0,3900
69588014,62700,29700,12400
69588731,4100,0,3900
69588828,3800,0,3600
69588906,3800,0,3600
69588952,3800,0,3600
69588992,62700,29700,12400
69589017,136300,91600,24100
69589636,4100,0,3900
69590149,136300,91600,24100
69590390,3800,0,3600
69590668,136300,91600,24100
69590742,136300,91600,24100
69590801,62700,29700,12400
69590843,3900,0,3700
69590936,3800,0,3600
69590993,136200,91500,24100
69591007,62700,29700,12400
69591014,62700,29700,12400
69591045,62700,29700,12400
69591538,3800,0,3600
69591554,104200,66300,17300
69591683,4100,0,3900
69591708,3800,0,3600
69591773,4100,0,3900
69591800,3800,0,3600
69591878,101800,63800,17300
69592012,62700,29700,12400
69592021,4100,0,3900
69592071,79000,43200,15200
69689070,4100,0,3900
69689242,3900,0,3700
69689424,4100,0,3900
69689554,3900,0,3700
69689777,3800,0,3600
69690025,3900,0,3700
69738690,4100,0,3900
69738727,4000,0,3800
69738738,4100,0,3900
69738881,136300,91600,24100
69738933,4100,0,3900
69739558,4100,0,3900
69739648,3800,0,3600
69739816,3800,0,3600
69741115,4100,0,3900
71711344,62700,29700,12400
75155263,136400,91700,24100
75155303,4100,0,3900
95569528,300,0,300
95999331,3800,0,3600
96018882,3800,0,3600
97780757,300,0,300
97780868,4100,0,3900
98838439,4100,0,3900
