cell_id,presence
2177127,1
2179965,1
2182803,1
2182804,1
2185641,1
2185642,1
2185643,1
2188479,1
2188480,1
2188481,1
2188482,1
2191317,1
2191318,1
2191319,1
2191320,1
2191321,1
2194156,1
2194157,1
2194158,1
2194159,1
2196994,1
2196995,1
2196996,1
2196997,1
2196998,1
2199832,1
2199833,1
2199834,1
2199835,1
2199836,1
2199837,1
2202671,1
2202672,1
2202673,1
2202674,1
2202675,1
2202676,1
2205509,1
2205510,1
2205511,1
2205512,1
2205513,1
2205514,1
2205515,1
2208348,1
2208349,1
2208350,1
2208351,1
2208352,1
2208353,1
2211186,1
2211187,1
2211188,1
2211189,1
2211190,1
2211191,1
2211192,1
2214025,1
2214026,1
2214027,1
2214028,1
2214029,1
2214030,1
2214031,1
2216864,1
2216865,1
2216866,1
2216867,1
2216868,1
2216869,1
2216870,1
2219703,1
2219704,1
2219705,1
2219706,1
2219707,1
2219708,1
2222542,1
2222543,1
2222544,1
2222545,1
2222546,1
2222547,1
2225380,1
2225381,1
2225382,1
2225383,1
2225384,1
2225385,1
2225386,1
2228219,1
2228220,1
2228221,1
2228222,1
2228223,1
2228224,1
2228225,1
2231058,1
2231059,1
2231060,1
2231061,1
2231062,1
2231063,1
2233897,1
2233898,1
2233899,1
2233900,1
2233901,1
2233902,1
2236736,1
2236737,1
2236738,1
2236739,1
2236740,1
2236741,1
2239574,1
2239575,1
2239576,1
2239577,1
2239578,1
2239579,1
2242413,1
2242414,1
2242415,1
2242416,1
2242417,1
2242418,1
2245252,1
2245253,1
2245254,1
2245255,1
2245256,1
2248091,1
2248092,1
2248093,1
2248094,1
2248095,1
2250930,1
2250931,1
2250932,1
2250933,1
2250934,1
2253768,1
2253769,1
2253770,1
2253771,1
2253772,1
2256607,1
2256608,1
2256609,1
2256610,1
2259446,1
2259447,1
2259448,1
2259449,1
2262285,1
2262286,1
2262287,1
2265124,1
