iucn_sid,eez_km2,nms_km2,terr_km2,sciname,kingdom,phylum,class,order,family,genus,comname,category,criteria,population_trend,depth_upper,depth_lower,depth_class,hab,habitat
133419,4100,0,3900,Lobophyllia hemprichii,Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,Lobophyllia,Largebrain Root Coral,LC,NA,Unknown,1,50,< 200 m,9.8.6,Inter-Reef Rubble Substrate
133420,4100,0,3900,Montipora grisea,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,LC,NA,Decreasing,3,20,< 200 m,9.8,NA
133420,4100,0,3900,Montipora grisea,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,LC,NA,Decreasing,3,20,< 200 m,9.8.2,Back Slope
133420,4100,0,3900,Montipora grisea,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,LC,NA,Decreasing,3,20,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133420,4100,0,3900,Montipora grisea,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,LC,NA,Decreasing,3,20,< 200 m,9.8.4,Lagoon
133422,300,0,300,Montipora capricornis,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,VU,A4ce,Decreasing,2,20,< 200 m,9.8,NA
133422,300,0,300,Montipora capricornis,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,VU,A4ce,Decreasing,2,20,< 200 m,9.8.2,Back Slope
133422,300,0,300,Montipora capricornis,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,VU,A4ce,Decreasing,2,20,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133422,300,0,300,Montipora capricornis,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,VU,A4ce,Decreasing,2,20,< 200 m,9.8.4,Lagoon
133422,300,0,300,Montipora capricornis,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,VU,A4ce,Decreasing,2,20,< 200 m,9.8.5,Inter-Reef Soft Substrate
133423,4100,0,3900,Fungia horrida,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Fungia,NA,LC,NA,Unknown,1,25,< 200 m,9.8,NA
133423,4100,0,3900,Fungia horrida,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Fungia,NA,LC,NA,Unknown,1,25,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133424,300,0,300,Leptastrea inaequalis,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptastrea,NA,NT,NA,Decreasing,0,20,< 200 m,9.8,NA
133424,300,0,300,Leptastrea inaequalis,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptastrea,NA,NT,NA,Decreasing,0,20,< 200 m,9.8.2,Back Slope
133424,300,0,300,Leptastrea inaequalis,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptastrea,NA,NT,NA,Decreasing,0,20,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133424,300,0,300,Leptastrea inaequalis,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptastrea,NA,NT,NA,Decreasing,0,20,< 200 m,9.8.4,Lagoon
133424,300,0,300,Leptastrea inaequalis,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptastrea,NA,NT,NA,Decreasing,0,20,< 200 m,9.8.6,Inter-Reef Rubble Substrate
133426,4100,0,3900,Favia danae,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Favia,NA,LC,NA,Decreasing,3,20,< 200 m,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs
133426,4100,0,3900,Favia danae,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Favia,NA,LC,NA,Decreasing,3,20,< 200 m,9.8,NA
133426,4100,0,3900,Favia danae,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Favia,NA,LC,NA,Decreasing,3,20,< 200 m,9.8.2,Back Slope
133426,4100,0,3900,Favia danae,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Favia,NA,LC,NA,Decreasing,3,20,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133426,4100,0,3900,Favia danae,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Favia,NA,LC,NA,Decreasing,3,20,< 200 m,9.8.4,Lagoon
133426,4100,0,3900,Favia danae,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Favia,NA,LC,NA,Decreasing,3,20,< 200 m,9.8.5,Inter-Reef Soft Substrate
133427,4100,0,3900,Acropora simplex,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,VU,A4ce,Decreasing,20,60,< 200 m,9.8,NA
133427,4100,0,3900,Acropora simplex,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,VU,A4ce,Decreasing,20,60,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133427,4100,0,3900,Acropora simplex,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,VU,A4ce,Decreasing,20,60,< 200 m,9.8.4,Lagoon
133428,4100,0,3900,Coscinaraea columna,Animalia,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Coscinaraea,NA,LC,NA,Unknown,5,30,< 200 m,9.8,NA
133428,4100,0,3900,Coscinaraea columna,Animalia,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Coscinaraea,NA,LC,NA,Unknown,5,30,< 200 m,9.8.1,Outer Reef Channel
133428,4100,0,3900,Coscinaraea columna,Animalia,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Coscinaraea,NA,LC,NA,Unknown,5,30,< 200 m,9.8.2,Back Slope
133428,4100,0,3900,Coscinaraea columna,Animalia,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Coscinaraea,NA,LC,NA,Unknown,5,30,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133428,4100,0,3900,Coscinaraea columna,Animalia,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Coscinaraea,NA,LC,NA,Unknown,5,30,< 200 m,9.8.4,Lagoon
133428,4100,0,3900,Coscinaraea columna,Animalia,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Coscinaraea,NA,LC,NA,Unknown,5,30,< 200 m,9.8.5,Inter-Reef Soft Substrate
133429,4100,0,3900,Echinopora horrida,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,NA,NT,NA,Decreasing,3,25,< 200 m,9.8,NA
133429,4100,0,3900,Echinopora horrida,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,NA,NT,NA,Decreasing,3,25,< 200 m,9.8.2,Back Slope
133429,4100,0,3900,Echinopora horrida,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,NA,NT,NA,Decreasing,3,25,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133429,4100,0,3900,Echinopora horrida,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,NA,NT,NA,Decreasing,3,25,< 200 m,9.8.4,Lagoon
133429,4100,0,3900,Echinopora horrida,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,NA,NT,NA,Decreasing,3,25,< 200 m,9.8.5,Inter-Reef Soft Substrate
133431,4100,0,3900,Heterocyathus aequicostatus,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Heterocyathus,NA,LC,NA,Unknown,15,100,< 200 m,9.8,NA
133431,4100,0,3900,Heterocyathus aequicostatus,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Heterocyathus,NA,LC,NA,Unknown,15,100,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133431,4100,0,3900,Heterocyathus aequicostatus,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Heterocyathus,NA,LC,NA,Unknown,15,100,< 200 m,9.8.5,Inter-Reef Soft Substrate
133432,4100,0,3900,Acropora spicifera,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,VU,A4ce,Decreasing,2,10,< 200 m,9.8,NA
133432,4100,0,3900,Acropora spicifera,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,VU,A4ce,Decreasing,2,10,< 200 m,9.8.2,Back Slope
133432,4100,0,3900,Acropora spicifera,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,VU,A4ce,Decreasing,2,10,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133433,4100,0,3900,Montipora crassituberculata,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,VU,A4c,Decreasing,1,20,< 200 m,9.8,NA
133433,4100,0,3900,Montipora crassituberculata,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,VU,A4c,Decreasing,1,20,< 200 m,9.8.2,Back Slope
133433,4100,0,3900,Montipora crassituberculata,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,VU,A4c,Decreasing,1,20,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133433,4100,0,3900,Montipora crassituberculata,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,VU,A4c,Decreasing,1,20,< 200 m,9.8.4,Lagoon
133433,4100,0,3900,Montipora crassituberculata,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,VU,A4c,Decreasing,1,20,< 200 m,9.8.5,Inter-Reef Soft Substrate
133438,4100,0,3900,Montipora foveolata,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,NT,NA,Decreasing,1,25,< 200 m,9.8,NA
133438,4100,0,3900,Montipora foveolata,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,NT,NA,Decreasing,1,25,< 200 m,9.8.1,Outer Reef Channel
133438,4100,0,3900,Montipora foveolata,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,NT,NA,Decreasing,1,25,< 200 m,9.8.2,Back Slope
133438,4100,0,3900,Montipora foveolata,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,NT,NA,Decreasing,1,25,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133438,4100,0,3900,Montipora foveolata,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,NT,NA,Decreasing,1,25,< 200 m,9.8.4,Lagoon
133440,4100,0,3900,Platygyra pini,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,NA,LC,NA,Decreasing,0,30,< 200 m,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs
133440,4100,0,3900,Platygyra pini,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,NA,LC,NA,Decreasing,0,30,< 200 m,9.8,NA
133440,4100,0,3900,Platygyra pini,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,NA,LC,NA,Decreasing,0,30,< 200 m,9.8.1,Outer Reef Channel
133440,4100,0,3900,Platygyra pini,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,NA,LC,NA,Decreasing,0,30,< 200 m,9.8.2,Back Slope
133440,4100,0,3900,Platygyra pini,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,NA,LC,NA,Decreasing,0,30,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133440,4100,0,3900,Platygyra pini,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,NA,LC,NA,Decreasing,0,30,< 200 m,9.8.4,Lagoon
133441,300,0,300,Acropora walindii,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,VU,A4ce,Decreasing,8,30,< 200 m,9.8,NA
133441,300,0,300,Acropora walindii,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,VU,A4ce,Decreasing,8,30,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133441,300,0,300,Acropora walindii,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,VU,A4ce,Decreasing,8,30,< 200 m,9.8.4,Lagoon
133442,4100,0,3900,Oxypora lacera,Animalia,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Oxypora,NA,LC,NA,Unknown,3,30,< 200 m,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs
133442,4100,0,3900,Oxypora lacera,Animalia,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Oxypora,NA,LC,NA,Unknown,3,30,< 200 m,9.8,NA
133442,4100,0,3900,Oxypora lacera,Animalia,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Oxypora,NA,LC,NA,Unknown,3,30,< 200 m,9.8.1,Outer Reef Channel
133442,4100,0,3900,Oxypora lacera,Animalia,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Oxypora,NA,LC,NA,Unknown,3,30,< 200 m,9.8.2,Back Slope
133442,4100,0,3900,Oxypora lacera,Animalia,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Oxypora,NA,LC,NA,Unknown,3,30,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133442,4100,0,3900,Oxypora lacera,Animalia,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Oxypora,NA,LC,NA,Unknown,3,30,< 200 m,9.8.4,Lagoon
133442,4100,0,3900,Oxypora lacera,Animalia,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Oxypora,NA,LC,NA,Unknown,3,30,< 200 m,9.8.5,Inter-Reef Soft Substrate
133442,4100,0,3900,Oxypora lacera,Animalia,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Oxypora,NA,LC,NA,Unknown,3,30,< 200 m,9.8.6,Inter-Reef Rubble Substrate
133448,4100,0,3900,Goniopora columna,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,NA,NT,NA,Unknown,2,15,< 200 m,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs
133448,4100,0,3900,Goniopora columna,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,NA,NT,NA,Unknown,2,15,< 200 m,9.8,NA
133448,4100,0,3900,Goniopora columna,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,NA,NT,NA,Unknown,2,15,< 200 m,9.8.1,Outer Reef Channel
133448,4100,0,3900,Goniopora columna,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,NA,NT,NA,Unknown,2,15,< 200 m,9.8.2,Back Slope
133448,4100,0,3900,Goniopora columna,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,NA,NT,NA,Unknown,2,15,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133448,4100,0,3900,Goniopora columna,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,NA,NT,NA,Unknown,2,15,< 200 m,9.8.4,Lagoon
133448,4100,0,3900,Goniopora columna,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,NA,NT,NA,Unknown,2,15,< 200 m,9.8.5,Inter-Reef Soft Substrate
133448,4100,0,3900,Goniopora columna,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,NA,NT,NA,Unknown,2,15,< 200 m,9.8.6,Inter-Reef Rubble Substrate
133451,4100,0,3900,Montipora danae,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,LC,NA,Decreasing,0,40,< 200 m,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs
133451,4100,0,3900,Montipora danae,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,LC,NA,Decreasing,0,40,< 200 m,9.8,NA
133451,4100,0,3900,Montipora danae,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,LC,NA,Decreasing,0,40,< 200 m,9.8.1,Outer Reef Channel
133451,4100,0,3900,Montipora danae,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,LC,NA,Decreasing,0,40,< 200 m,9.8.2,Back Slope
133451,4100,0,3900,Montipora danae,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,LC,NA,Decreasing,0,40,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133451,4100,0,3900,Montipora danae,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,LC,NA,Decreasing,0,40,< 200 m,9.8.4,Lagoon
133452,4100,0,3900,Goniastrea aspera,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,NA,LC,NA,Decreasing,0,15,< 200 m,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs
133452,4100,0,3900,Goniastrea aspera,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,NA,LC,NA,Decreasing,0,15,< 200 m,9.8,NA
133452,4100,0,3900,Goniastrea aspera,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,NA,LC,NA,Decreasing,0,15,< 200 m,9.8.1,Outer Reef Channel
133452,4100,0,3900,Goniastrea aspera,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,NA,LC,NA,Decreasing,0,15,< 200 m,9.8.2,Back Slope
133452,4100,0,3900,Goniastrea aspera,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,NA,LC,NA,Decreasing,0,15,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133452,4100,0,3900,Goniastrea aspera,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,NA,LC,NA,Decreasing,0,15,< 200 m,9.8.4,Lagoon
133453,4100,0,3900,Pachyseris rugosa,Animalia,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pachyseris,NA,VU,A4cd,Unknown,5,20,< 200 m,9.8,NA
133453,4100,0,3900,Pachyseris rugosa,Animalia,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pachyseris,NA,VU,A4cd,Unknown,5,20,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133456,4100,0,3900,Physogyra lichtensteini,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphyllidae,Physogyra,NA,VU,A4cd,Unknown,1,20,< 200 m,9.8,NA
133456,4100,0,3900,Physogyra lichtensteini,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphyllidae,Physogyra,NA,VU,A4cd,Unknown,1,20,< 200 m,9.8.1,Outer Reef Channel
133456,4100,0,3900,Physogyra lichtensteini,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphyllidae,Physogyra,NA,VU,A4cd,Unknown,1,20,< 200 m,9.8.2,Back Slope
133456,4100,0,3900,Physogyra lichtensteini,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphyllidae,Physogyra,NA,VU,A4cd,Unknown,1,20,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133456,4100,0,3900,Physogyra lichtensteini,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphyllidae,Physogyra,NA,VU,A4cd,Unknown,1,20,< 200 m,9.8.4,Lagoon
133456,4100,0,3900,Physogyra lichtensteini,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphyllidae,Physogyra,NA,VU,A4cd,Unknown,1,20,< 200 m,9.8.5,Inter-Reef Soft Substrate
133458,4100,0,3900,Hydnophora microconos,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Hydnophora,NA,NT,NA,Unknown,1,35,< 200 m,9.8,NA
133458,4100,0,3900,Hydnophora microconos,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Hydnophora,NA,NT,NA,Unknown,1,35,< 200 m,9.8.1,Outer Reef Channel
133458,4100,0,3900,Hydnophora microconos,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Hydnophora,NA,NT,NA,Unknown,1,35,< 200 m,9.8.2,Back Slope
133458,4100,0,3900,Hydnophora microconos,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Hydnophora,NA,NT,NA,Unknown,1,35,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133458,4100,0,3900,Hydnophora microconos,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Hydnophora,NA,NT,NA,Unknown,1,35,< 200 m,9.8.4,Lagoon
133459,4100,0,3900,Goniopora lobata,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,NA,NT,NA,Unknown,0.5,30,< 200 m,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs
133459,4100,0,3900,Goniopora lobata,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,NA,NT,NA,Unknown,0.5,30,< 200 m,9.8,NA
133459,4100,0,3900,Goniopora lobata,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,NA,NT,NA,Unknown,0.5,30,< 200 m,9.8.1,Outer Reef Channel
133459,4100,0,3900,Goniopora lobata,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,NA,NT,NA,Unknown,0.5,30,< 200 m,9.8.2,Back Slope
133459,4100,0,3900,Goniopora lobata,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,NA,NT,NA,Unknown,0.5,30,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133459,4100,0,3900,Goniopora lobata,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,NA,NT,NA,Unknown,0.5,30,< 200 m,9.8.4,Lagoon
133459,4100,0,3900,Goniopora lobata,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,NA,NT,NA,Unknown,0.5,30,< 200 m,9.8.5,Inter-Reef Soft Substrate
133459,4100,0,3900,Goniopora lobata,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,NA,NT,NA,Unknown,0.5,30,< 200 m,9.8.6,Inter-Reef Rubble Substrate
133463,4100,0,3900,Acropora aculeus,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,VU,A4ce,Decreasing,5,35,< 200 m,9.8,NA
133463,4100,0,3900,Acropora aculeus,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,VU,A4ce,Decreasing,5,35,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133463,4100,0,3900,Acropora aculeus,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,VU,A4ce,Decreasing,5,35,< 200 m,9.8.4,Lagoon
133463,4100,0,3900,Acropora aculeus,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,VU,A4ce,Decreasing,5,35,< 200 m,9.8.6,Inter-Reef Rubble Substrate
133468,4100,0,3900,Platygyra daedalea,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,Brain Coral,LC,NA,Decreasing,0,30,< 200 m,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs
133468,4100,0,3900,Platygyra daedalea,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,Brain Coral,LC,NA,Decreasing,0,30,< 200 m,9.8,NA
133468,4100,0,3900,Platygyra daedalea,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,Brain Coral,LC,NA,Decreasing,0,30,< 200 m,9.8.1,Outer Reef Channel
133468,4100,0,3900,Platygyra daedalea,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,Brain Coral,LC,NA,Decreasing,0,30,< 200 m,9.8.2,Back Slope
133468,4100,0,3900,Platygyra daedalea,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,Brain Coral,LC,NA,Decreasing,0,30,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133468,4100,0,3900,Platygyra daedalea,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,Brain Coral,LC,NA,Decreasing,0,30,< 200 m,9.8.4,Lagoon
133470,4100,0,3900,Micromussa amakusensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,Micromussa,NA,NT,NA,Unknown,1,30,< 200 m,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs
133470,4100,0,3900,Micromussa amakusensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,Micromussa,NA,NT,NA,Unknown,1,30,< 200 m,9.8,NA
133470,4100,0,3900,Micromussa amakusensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,Micromussa,NA,NT,NA,Unknown,1,30,< 200 m,9.8.1,Outer Reef Channel
133470,4100,0,3900,Micromussa amakusensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,Micromussa,NA,NT,NA,Unknown,1,30,< 200 m,9.8.2,Back Slope
133470,4100,0,3900,Micromussa amakusensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,Micromussa,NA,NT,NA,Unknown,1,30,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133470,4100,0,3900,Micromussa amakusensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,Micromussa,NA,NT,NA,Unknown,1,30,< 200 m,9.8.4,Lagoon
133471,3800,0,3600,Acropora bushyensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,LC,NA,Decreasing,0,5,< 200 m,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs
133471,3800,0,3600,Acropora bushyensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,LC,NA,Decreasing,0,5,< 200 m,9.8,NA
133471,3800,0,3600,Acropora bushyensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,LC,NA,Decreasing,0,5,< 200 m,9.8.1,Outer Reef Channel
133471,3800,0,3600,Acropora bushyensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,LC,NA,Decreasing,0,5,< 200 m,9.8.2,Back Slope
133471,3800,0,3600,Acropora bushyensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,LC,NA,Decreasing,0,5,< 200 m,9.8.3,Foreslope (Outer Reef Slope)
133471,3800,0,3600,Acropora bushyensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,LC,NA,Decreasing,0,5,< 200 m,9.8.4,Lagoon
133471,3800,0,3600,Acropora bushyensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,LC,NA,Decreasing,0,5,< 200 m,9.8.5,Inter-Reef Soft Substrate
133471,3800,0,3600,Acropora bushyensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,NA,LC,NA,Decreasing,0,5,< 200 m,9.8.6,Inter-Reef Rubble Substrate
133473,4100,0,3900,Scapophyllia cylindrica,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Scapophyllia,NA,LC,NA,Unknown,2,25,< 200 m,9.8,NA
133473,4100,0,3900,Scapophyllia cylindrica,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Scapophyllia,NA,LC,NA,Unknown,2,25,< 200 m,9.8.1,Outer Reef Channel
133473,4100,0,3900,Scapophyllia cylindrica,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Scapophyllia,NA,LC,NA,Unknown,2,25,< 200 m,9.8.2,Back Slope
