spp_rast,in_eez,spp_id,sciname,population,old_cat,cat,cat_score
iucn_sid_15598524.csv,TRUE,15598524,Benthosema suborbitale,NA,LC,LC,0
iucn_sid_15598540.csv,TRUE,15598540,Bolinichthys distofax,NA,LC,LC,0
iucn_sid_15598550.csv,TRUE,15598550,Centrobranchus nigroocellatus,NA,LC,LC,0
iucn_sid_15598596.csv,TRUE,15598596,Ceratoscopelus warmingii,NA,LC,LC,0
iucn_sid_15598630.csv,TRUE,15598630,Diaphus brachycephalus,NA,LC,LC,0
iucn_sid_15598639.csv,TRUE,15598639,Diaphus effulgens,NA,LC,LC,0
iucn_sid_15598666.csv,TRUE,15598666,Diaphus fragilis,NA,LC,LC,0
iucn_sid_15598672.csv,TRUE,15598672,Diaphus lucidus,NA,LC,LC,0
iucn_sid_15598778.csv,TRUE,15598778,Diaphus perspicillatus,NA,LC,LC,0
iucn_sid_15598791.csv,TRUE,15598791,Diaphus splendidus,NA,LC,LC,0
iucn_sid_15598812.csv,TRUE,15598812,Diaphus termophilus,NA,LC,LC,0
iucn_sid_15598887.csv,TRUE,15598887,Hygophum reinhardtii,NA,LC,LC,0
iucn_sid_15598957.csv,TRUE,15598957,Lampadena luminosa,NA,LC,LC,0
iucn_sid_15599060.csv,TRUE,15599060,Lampanyctus alatus,NA,LC,LC,0
iucn_sid_15599078.csv,TRUE,15599078,Lampanyctus tenuiformis,NA,LC,LC,0
iucn_sid_15600450.csv,TRUE,15600450,Myctophum asperum,NA,LC,LC,0
iucn_sid_15600453.csv,TRUE,15600453,Myctophum nitidulum,NA,LC,LC,0
iucn_sid_15600713.csv,TRUE,15600713,Myctophum obtusirostre,NA,LC,LC,0
iucn_sid_15600727.csv,TRUE,15600727,Myctophum selenops,NA,LC,LC,0
iucn_sid_15600731.csv,TRUE,15600731,Nannobrachium atrum,NA,LC,LC,0
iucn_sid_15601909.csv,TRUE,15601909,Neoscopelus macrolepidotus,NA,LC,LC,0
iucn_sid_15601913.csv,TRUE,15601913,Scopelengys tristis,NA,LC,LC,0
iucn_sid_158627.csv,TRUE,158627,Pseudanthias pleurotaenia,NA,LC,LC,0
iucn_sid_158632.csv,TRUE,158632,Salarias sinuosus,NA,LC,LC,0
iucn_sid_16011.csv,TRUE,16011,Favonigobius melanobranchus,NA,LR/nt,NT,0.2
iucn_sid_16012.csv,TRUE,16012,Favonigobius reichei,NA,LC,LC,0
iucn_sid_161526.csv,TRUE,161526,Carcharhinus albimarginatus,NA,VU,VU,0.4
iucn_sid_161597.csv,TRUE,161597,Alopias pelagicus,NA,VU,VU,0.4
iucn_sid_161696.csv,TRUE,161696,Alopias superciliosus,NA,VU,VU,0.4
iucn_sid_16407132.csv,TRUE,16407132,Antigonia capros,NA,LC,LC,0
iucn_sid_16425354.csv,TRUE,16425354,Beryx splendens,NA,LC,LC,0
iucn_sid_16431757.csv,TRUE,16431757,Caranx lugubris,NA,LC,LC,0
iucn_sid_16439367.csv,TRUE,16439367,Cubiceps pauciradiatus,NA,LC,LC,0
iucn_sid_16440027.csv,TRUE,16440027,Elagatis bipinnulata,NA,LC,LC,0
iucn_sid_16507347.csv,TRUE,16507347,Seriola rivoliana,NA,LC,LC,0
iucn_sid_16509126.csv,TRUE,16509126,Gempylus serpens,NA,LC,LC,0
iucn_sid_16509242.csv,TRUE,16509242,Nealotus tripes,NA,LC,LC,0
iucn_sid_16509297.csv,TRUE,16509297,Promethichthys prometheus,NA,LC,LC,0
iucn_sid_16545183.csv,TRUE,16545183,Nomeus gronovii,NA,LC,LC,0
iucn_sid_16545250.csv,TRUE,16545250,Psenes arafurensis,NA,LC,LC,0
iucn_sid_16545253.csv,TRUE,16545253,Psenes cyanophrys,NA,LC,LC,0
iucn_sid_16545256.csv,TRUE,16545256,Psenes pellucidus,NA,LC,LC,0
iucn_sid_165615.csv,TRUE,165615,Chaetodon mertensii,NA,LC,LC,0
iucn_sid_165620.csv,TRUE,165620,Chaetodon burgessi,NA,LC,LC,0
iucn_sid_165622.csv,TRUE,165622,Heniochus singularius,NA,LC,LC,0
iucn_sid_165623.csv,TRUE,165623,Chaetodon octofasciatus,NA,LC,LC,0
iucn_sid_165626.csv,TRUE,165626,Heniochus acuminatus,NA,LC,LC,0
iucn_sid_165628.csv,TRUE,165628,Chaetodon kleinii,NA,LC,LC,0
iucn_sid_165630.csv,TRUE,165630,Chaetodon vagabundus,NA,LC,LC,0
iucn_sid_165631.csv,TRUE,165631,Chaetodon auriga,NA,LC,LC,0
iucn_sid_165632.csv,TRUE,165632,Chaetodon punctatofasciatus,NA,LC,LC,0
iucn_sid_165638.csv,TRUE,165638,Chaetodon meyeri,NA,LC,LC,0
iucn_sid_16564.csv,TRUE,16564,Peponocephala electra,NA,LC,LC,0
iucn_sid_165640.csv,TRUE,165640,Heniochus chrysostomus,NA,LC,LC,0
iucn_sid_165641.csv,TRUE,165641,Chaetodon ornatissimus,NA,LC,LC,0
iucn_sid_165645.csv,TRUE,165645,Prognathodes guyotensis,NA,DD,DD,NA
iucn_sid_165650.csv,TRUE,165650,Heniochus monoceros,NA,LC,LC,0
iucn_sid_165651.csv,TRUE,165651,Chaetodon lunula,NA,LC,LC,0
iucn_sid_165652.csv,TRUE,165652,Heniochus varius,NA,LC,LC,0
iucn_sid_165653.csv,TRUE,165653,Chaetodon pelewensis,NA,LC,LC,0
iucn_sid_165656.csv,TRUE,165656,Chaetodon xanthurus,NA,LC,LC,0
iucn_sid_165657.csv,TRUE,165657,Chaetodon plebeius,NA,LC,LC,0
iucn_sid_165664.csv,TRUE,165664,Chaetodon oxycephalus,NA,LC,LC,0
iucn_sid_165665.csv,TRUE,165665,Chaetodon ulietensis,NA,LC,LC,0
iucn_sid_165667.csv,TRUE,165667,Forcipiger longirostris,NA,LC,LC,0
iucn_sid_165668.csv,TRUE,165668,Chaetodon citrinellus,NA,LC,LC,0
iucn_sid_165669.csv,TRUE,165669,Chaetodon lineolatus,NA,LC,LC,0
iucn_sid_165672.csv,TRUE,165672,Hemitaurichthys polylepis,NA,LC,LC,0
iucn_sid_165676.csv,TRUE,165676,Chaetodon ocellicaudus,NA,DD,DD,NA
iucn_sid_165680.csv,TRUE,165680,Chaetodon rafflesii,NA,LC,LC,0
iucn_sid_165681.csv,TRUE,165681,Chaetodon ephippium,NA,LC,LC,0
iucn_sid_165686.csv,TRUE,165686,Chaetodon bennetti,NA,DD,DD,NA
iucn_sid_165689.csv,TRUE,165689,Chaetodon melannotus,NA,LC,LC,0
iucn_sid_165692.csv,TRUE,165692,Chaetodon baronessa,NA,LC,LC,0
iucn_sid_165694.csv,TRUE,165694,Chaetodon speculum,NA,LC,LC,0
iucn_sid_165702.csv,TRUE,165702,Coradion chrysozonus,NA,LC,LC,0
iucn_sid_165704.csv,TRUE,165704,Chaetodon lunulatus,NA,LC,LC,0
iucn_sid_165711.csv,TRUE,165711,Chaetodon adiergastos,NA,LC,LC,0
iucn_sid_165712.csv,TRUE,165712,Chaetodon trifascialis,NA,NT,NT,0.2
iucn_sid_165713.csv,TRUE,165713,Chaetodon reticulatus,NA,DD,DD,NA
iucn_sid_165714.csv,TRUE,165714,Chaetodon unimaculatus,NA,LC,LC,0
iucn_sid_165716.csv,TRUE,165716,Forcipiger flavissimus,NA,LC,LC,0
iucn_sid_165718.csv,TRUE,165718,Chaetodon guentheri,NA,LC,LC,0
iucn_sid_165725.csv,TRUE,165725,Chaetodon semeion,NA,LC,LC,0
iucn_sid_165828.csv,TRUE,165828,Centropyge fisheri,NA,LC,LC,0
iucn_sid_165829.csv,TRUE,165829,Pomacanthus xanthometopon,NA,LC,LC,0
iucn_sid_165835.csv,TRUE,165835,Apolemichthys trimaculatus,NA,LC,LC,0
iucn_sid_165838.csv,TRUE,165838,Centropyge colini,NA,LC,LC,0
iucn_sid_165840.csv,TRUE,165840,Pomacanthus sexstriatus,NA,LC,LC,0
iucn_sid_165843.csv,TRUE,165843,Genicanthus melanospilos,NA,LC,LC,0
iucn_sid_165848.csv,TRUE,165848,Centropyge heraldi,NA,LC,LC,0
iucn_sid_165851.csv,TRUE,165851,Pomacanthus semicirculatus,NA,LC,LC,0
iucn_sid_165852.csv,TRUE,165852,Paracentropyge multifasciata,NA,LC,LC,0
iucn_sid_165860.csv,TRUE,165860,Centropyge vrolikii,NA,LC,LC,0
iucn_sid_165862.csv,TRUE,165862,Pomacanthus imperator,NA,LC,LC,0
iucn_sid_165864.csv,TRUE,165864,Genicanthus bellus,NA,LC,LC,0
iucn_sid_165867.csv,TRUE,165867,Pomacanthus navarchus,NA,LC,LC,0
iucn_sid_165868.csv,TRUE,165868,Centropyge nox,NA,LC,LC,0
iucn_sid_165871.csv,TRUE,165871,Centropyge bispinosa,NA,LC,LC,0
iucn_sid_165872.csv,TRUE,165872,Genicanthus watanabei,NA,LC,LC,0
iucn_sid_165885.csv,TRUE,165885,Pygoplites diacanthus,NA,LC,LC,0
iucn_sid_165893.csv,TRUE,165893,Centropyge aurantia,NA,LC,LC,0
iucn_sid_165896.csv,TRUE,165896,Centropyge multicolor,NA,LC,LC,0
iucn_sid_165900.csv,TRUE,165900,Centropyge venusta,NA,LC,LC,0
iucn_sid_165901.csv,TRUE,165901,Centropyge tibicen,NA,LC,LC,0
iucn_sid_165902.csv,TRUE,165902,Centropyge bicolor,NA,LC,LC,0
iucn_sid_166077.csv,TRUE,166077,Eleotris fusca,NA,LC,LC,0
iucn_sid_166138.csv,TRUE,166138,Bostrychus sinensis,NA,LC,LC,0
iucn_sid_166533.csv,TRUE,166533,Glossogobius giuris,NA,LC,LC,0
iucn_sid_166575.csv,TRUE,166575,Gazza minuta,NA,LC,LC,0
iucn_sid_166868.csv,TRUE,166868,Megalops cyprinoides,NA,DD,DD,NA
iucn_sid_166892.csv,TRUE,166892,Terapon jarbua,NA,LC,LC,0
iucn_sid_166897.csv,TRUE,166897,Gerres filamentosus,NA,LC,LC,0
iucn_sid_166919.csv,TRUE,166919,Gerres oyena,NA,LC,LC,0
iucn_sid_166925.csv,TRUE,166925,Monodactylus argenteus,NA,LC,LC,0
iucn_sid_166947.csv,TRUE,166947,Lagocephalus sceleratus,NA,LC,LC,0
iucn_sid_16719296.csv,TRUE,16719296,Gnathodentex aureolineatus,NA,LC,LC,0
iucn_sid_16719387.csv,TRUE,16719387,Gymnocranius euanus,NA,LC,LC,0
iucn_sid_16719605.csv,TRUE,16719605,Gymnocranius grandoculis,NA,LC,LC,0
iucn_sid_16719651.csv,TRUE,16719651,Gymnocranius griseus,NA,LC,LC,0
iucn_sid_16719685.csv,TRUE,16719685,Gymnocranius microdon,NA,LC,LC,0
iucn_sid_16719839.csv,TRUE,16719839,Lethrinus amboinensis,NA,LC,LC,0
iucn_sid_16719843.csv,TRUE,16719843,Lethrinus atkinsoni,NA,LC,LC,0
iucn_sid_16719994.csv,TRUE,16719994,Lethrinus erythracanthus,NA,LC,LC,0
iucn_sid_16720002.csv,TRUE,16720002,Lethrinus erythropterus,NA,LC,LC,0
iucn_sid_16720022.csv,TRUE,16720022,Lethrinus harak,NA,LC,LC,0
iucn_sid_16720036.csv,TRUE,16720036,Lethrinus lentjan,NA,LC,LC,0
iucn_sid_16720083.csv,TRUE,16720083,Lethrinus microdon,NA,LC,LC,0
iucn_sid_16720267.csv,TRUE,16720267,Lethrinus obsoletus,NA,LC,LC,0
iucn_sid_16720328.csv,TRUE,16720328,Lethrinus olivaceus,NA,LC,LC,0
iucn_sid_16720528.csv,TRUE,16720528,Lethrinus rubrioperculatus,NA,LC,LC,0
iucn_sid_16720537.csv,TRUE,16720537,Lethrinus semicinctus,NA,LC,LC,0
iucn_sid_16720568.csv,TRUE,16720568,Lethrinus variegatus,NA,LC,LC,0
iucn_sid_16720577.csv,TRUE,16720577,Lethrinus xanthochilus,NA,LC,LC,0
iucn_sid_16720607.csv,TRUE,16720607,Monotaxis grandoculis,NA,LC,LC,0
iucn_sid_16721443.csv,TRUE,16721443,Monotaxis heterodon,NA,LC,LC,0
iucn_sid_16721842.csv,TRUE,16721842,Wattsia mossambica,NA,LC,LC,0
iucn_sid_16749737.csv,TRUE,16749737,Heteropriacanthus cruentatus,NA,LC,LC,0
iucn_sid_16781113.csv,TRUE,16781113,Fistularia petimba,NA,LC,LC,0
iucn_sid_168374.csv,TRUE,168374,Chaetodontoplus poliourus,NA,LC,LC,0
iucn_sid_169015.csv,TRUE,169015,Halophila ovalis,NA,LC,LC,0
iucn_sid_169679.csv,TRUE,169679,Centropyge abei,NA,LC,LC,0
iucn_sid_169951.csv,TRUE,169951,Panulirus penicillatus,NA,LC,LC,0
iucn_sid_169962.csv,TRUE,169962,Acanthacaris tenuimana,NA,LC,LC,0
iucn_sid_169968.csv,TRUE,169968,Panulirus versicolor,NA,LC,LC,0
iucn_sid_170043.csv,TRUE,170043,Palinustus unicornutus,NA,LC,LC,0
iucn_sid_170063.csv,TRUE,170063,Arctides regalis,NA,LC,LC,0
iucn_sid_170071.csv,TRUE,170071,Parribacus antarcticus,NA,LC,LC,0
iucn_sid_170086.csv,TRUE,170086,Nephropsis ensirostris,NA,LC,LC,0
iucn_sid_170198.csv,TRUE,170198,Rhabdosargus sarba,NA,LC,LC,0
iucn_sid_170309.csv,TRUE,170309,Kajikia audax,NA,NT,NT,0.2
iucn_sid_170310.csv,TRUE,170310,Katsuwonus pelamis,NA,LC,LC,0
iucn_sid_170312.csv,TRUE,170312,Istiompax indica,NA,DD,DD,NA
iucn_sid_170314.csv,TRUE,170314,Makaira nigricans,NA,VU,VU,0.4
iucn_sid_170315.csv,TRUE,170315,Tetrapturus angustirostris,NA,DD,DD,NA
iucn_sid_170316.csv,TRUE,170316,Scomberomorus commerson,NA,NT,NT,0.2
iucn_sid_170318.csv,TRUE,170318,Rastrelliger brachysoma,NA,DD,DD,NA
iucn_sid_170324.csv,TRUE,170324,Rastrelliger faughni,NA,DD,DD,NA
iucn_sid_170328.csv,TRUE,170328,Rastrelliger kanagurta,NA,DD,DD,NA
iucn_sid_170329.csv,TRUE,170329,Scomber australasicus,NA,LC,LC,0
iucn_sid_170331.csv,TRUE,170331,Acanthocybium solandri,NA,LC,LC,0
iucn_sid_170336.csv,TRUE,170336,Euthynnus affinis,NA,LC,LC,0
iucn_sid_170338.csv,TRUE,170338,Istiophorus platypterus,NA,LC,LC,0
iucn_sid_170341.csv,TRUE,170341,Thunnus orientalis,NA,VU,VU,0.4
iucn_sid_170344.csv,TRUE,170344,Auxis thazard,NA,LC,LC,0
iucn_sid_170350.csv,TRUE,170350,Coryphaena equiselis,NA,LC,LC,0
iucn_sid_170351.csv,TRUE,170351,Thunnus tonggol,NA,DD,DD,NA
iucn_sid_170355.csv,TRUE,170355,Auxis rochei,NA,LC,LC,0
iucn_sid_170358.csv,TRUE,170358,Grammatorcynus bilineatus,NA,LC,LC,0
iucn_sid_172393.csv,TRUE,172393,Ambassis interrupta,NA,LC,LC,0
iucn_sid_172416.csv,TRUE,172416,Chelonodon patoca,NA,LC,LC,0
iucn_sid_172443.csv,TRUE,172443,Bathygobius fuscus,NA,LC,LC,0
iucn_sid_172450.csv,TRUE,172450,Bunaka gyrinoides,NA,LC,LC,0
iucn_sid_172487.csv,TRUE,172487,Omobranchus punctatus,NA,LC,LC,0
iucn_sid_172495.csv,TRUE,172495,Lutjanus johnii,NA,LC,LC,0
iucn_sid_172497.csv,TRUE,172497,Zenarchopterus dispar,NA,LC,LC,0
iucn_sid_173327.csv,TRUE,173327,Halodule pinifolia,NA,LC,LC,0
iucn_sid_173328.csv,TRUE,173328,Halodule uninervis,NA,LC,LC,0
iucn_sid_173331.csv,TRUE,173331,Enhalus acoroides,NA,LC,LC,0
iucn_sid_173332.csv,TRUE,173332,Syringodium isoetifolium,NA,LC,LC,0
iucn_sid_173352.csv,TRUE,173352,Halophila decipiens,NA,LC,LC,0
iucn_sid_173358.csv,TRUE,173358,Cymodocea serrulata,NA,LC,LC,0
iucn_sid_173363.csv,TRUE,173363,Cymodocea rotundata,NA,LC,LC,0
iucn_sid_173364.csv,TRUE,173364,Thalassia hemprichii,NA,LC,LC,0
iucn_sid_173375.csv,TRUE,173375,Thalassodendron ciliatum,NA,LC,LC,0
iucn_sid_173376.csv,TRUE,173376,Halophila minor,NA,LC,LC,0
iucn_sid_176726.csv,TRUE,176726,Hydrophis cyanocinctus,NA,LC,LC,0
iucn_sid_176735.csv,TRUE,176735,Hydrophis atriceps,NA,LC,LC,0
iucn_sid_176737.csv,TRUE,176737,Hydrophis ornatus,NA,LC,LC,0
iucn_sid_176738.csv,TRUE,176738,Hydrophis platurus,NA,LC,LC,0
iucn_sid_176743.csv,TRUE,176743,Hydrophis coggeri,NA,LC,LC,0
iucn_sid_176746.csv,TRUE,176746,Hydrophis curtus,NA,LC,LC,0
iucn_sid_176750.csv,TRUE,176750,Laticauda colubrina,NA,LC,LC,0
iucn_sid_176771.csv,TRUE,176771,Laticauda laticaudata,NA,LC,LC,0
iucn_sid_177950.csv,TRUE,177950,Naso lituratus,NA,LC,LC,0
iucn_sid_177951.csv,TRUE,177951,Naso tonganus,NA,LC,LC,0
iucn_sid_177955.csv,TRUE,177955,Ctenochaetus binotatus,NA,LC,LC,0
iucn_sid_177957.csv,TRUE,177957,Acanthurus maculiceps,NA,LC,LC,0
iucn_sid_177958.csv,TRUE,177958,Ctenochaetus cyanocheilus,NA,LC,LC,0
iucn_sid_177961.csv,TRUE,177961,Acanthurus nubilus,NA,LC,LC,0
iucn_sid_177965.csv,TRUE,177965,Acanthurus triostegus,NA,LC,LC,0
iucn_sid_177967.csv,TRUE,177967,Acanthurus mata,NA,LC,LC,0
iucn_sid_177969.csv,TRUE,177969,Acanthurus nigricans,NA,LC,LC,0
iucn_sid_177970.csv,TRUE,177970,Naso unicornis,NA,LC,LC,0
iucn_sid_177971.csv,TRUE,177971,Acanthurus blochii,NA,LC,LC,0
iucn_sid_177972.csv,TRUE,177972,Paracanthurus hepatus,NA,LC,LC,0
iucn_sid_177977.csv,TRUE,177977,Acanthurus japonicus,NA,LC,LC,0
iucn_sid_177978.csv,TRUE,177978,Acanthurus bariene,NA,LC,LC,0
iucn_sid_177979.csv,TRUE,177979,Naso lopezi,NA,LC,LC,0
iucn_sid_177980.csv,TRUE,177980,Naso thynnoides,NA,LC,LC,0
iucn_sid_177981.csv,TRUE,177981,Acanthurus dussumieri,NA,LC,LC,0
iucn_sid_177983.csv,TRUE,177983,Naso brachycentron,NA,LC,LC,0
iucn_sid_177986.csv,TRUE,177986,Ctenochaetus tominiensis,NA,LC,LC,0
iucn_sid_177988.csv,TRUE,177988,Naso annulatus,NA,LC,LC,0
iucn_sid_177989.csv,TRUE,177989,Acanthurus xanthopterus,NA,LC,LC,0
iucn_sid_177990.csv,TRUE,177990,Naso brevirostris,NA,LC,LC,0
iucn_sid_177991.csv,TRUE,177991,Acanthurus olivaceus,NA,LC,LC,0
iucn_sid_177993.csv,TRUE,177993,Acanthurus lineatus,NA,LC,LC,0
iucn_sid_177994.csv,TRUE,177994,Acanthurus leucocheilus,NA,LC,LC,0
iucn_sid_177995.csv,TRUE,177995,Acanthurus guttatus,NA,LC,LC,0
iucn_sid_178002.csv,TRUE,178002,Naso hexacanthus,NA,LC,LC,0
iucn_sid_178005.csv,TRUE,178005,Zebrasoma scopas,NA,LC,LC,0
iucn_sid_178008.csv,TRUE,178008,Acanthurus thompsoni,NA,LC,LC,0
iucn_sid_178010.csv,TRUE,178010,Zebrasoma veliferum,NA,LC,LC,0
iucn_sid_178012.csv,TRUE,178012,Ctenochaetus striatus,NA,LC,LC,0
iucn_sid_178013.csv,TRUE,178013,Naso caesius,NA,LC,LC,0
iucn_sid_178014.csv,TRUE,178014,Ctenochaetus hawaiiensis,NA,LC,LC,0
iucn_sid_178015.csv,TRUE,178015,Zebrasoma flavescens,NA,LC,LC,0
iucn_sid_178017.csv,TRUE,178017,Acanthurus nigricauda,NA,LC,LC,0
iucn_sid_178019.csv,TRUE,178019,Acanthurus nigrofuscus,NA,LC,LC,0
iucn_sid_178022.csv,TRUE,178022,Acanthurus pyroferus,NA,LC,LC,0
iucn_sid_178800.csv,TRUE,178800,Nypa fruticans,NA,LC,LC,0
iucn_sid_178803.csv,TRUE,178803,Bruguiera gymnorhiza,NA,LC,LC,0
iucn_sid_178804.csv,TRUE,178804,Sonneratia alba,NA,LC,LC,0
iucn_sid_178817.csv,TRUE,178817,Scyphiphora hydrophylacea,NA,LC,LC,0
iucn_sid_178822.csv,TRUE,178822,Ceriops tagal,NA,LC,LC,0
iucn_sid_178825.csv,TRUE,178825,Rhizophora mucronata,NA,LC,LC,0
iucn_sid_178830.csv,TRUE,178830,Avicennia alba,NA,LC,LC,0
iucn_sid_178832.csv,TRUE,178832,Acanthus ebracteatus,NA,LC,LC,0
iucn_sid_178838.csv,TRUE,178838,Pemphis acidula,NA,LC,LC,0
iucn_sid_178842.csv,TRUE,178842,Excoecaria agallocha,NA,LC,LC,0
iucn_sid_178845.csv,TRUE,178845,Xylocarpus granatum,NA,LC,LC,0
iucn_sid_178850.csv,TRUE,178850,Rhizophora stylosa,NA,LC,LC,0
iucn_sid_178852.csv,TRUE,178852,Heritiera littoralis,NA,LC,LC,0
iucn_sid_178854.csv,TRUE,178854,Lumnitzera littorea,NA,LC,LC,0
iucn_sid_178889.csv,TRUE,178889,Enneapterygius rhabdotus,NA,LC,LC,0
iucn_sid_178892.csv,TRUE,178892,Ucla xenogrammus,NA,LC,LC,0
iucn_sid_178894.csv,TRUE,178894,Enneapterygius flavoccipitis,NA,LC,LC,0
iucn_sid_178932.csv,TRUE,178932,Enneapterygius tutuilae,NA,LC,LC,0
iucn_sid_178950.csv,TRUE,178950,Enneapterygius bahasa,NA,LC,LC,0
iucn_sid_179001.csv,TRUE,179001,Enneapterygius nanus,NA,LC,LC,0
iucn_sid_179062.csv,TRUE,179062,Enneapterygius nigricauda,NA,LC,LC,0
iucn_sid_179074.csv,TRUE,179074,Enneapterygius minutus,NA,LC,LC,0
iucn_sid_179085.csv,TRUE,179085,Enneapterygius philippinus,NA,LC,LC,0
iucn_sid_179093.csv,TRUE,179093,Enneapterygius unimaculatus,NA,LC,LC,0
iucn_sid_179109.csv,TRUE,179109,Helcogramma chica,NA,LC,LC,0
iucn_sid_179112.csv,TRUE,179112,Enneapterygius hemimelas,NA,LC,LC,0
iucn_sid_180226.csv,TRUE,180226,Holothuria erinaceaus,NA,LC,LC,0
iucn_sid_180231.csv,TRUE,180231,Holothuria verrucosa,NA,LC,LC,0
iucn_sid_180235.csv,TRUE,180235,Holothuria hilla,NA,LC,LC,0
iucn_sid_180236.csv,TRUE,180236,Holothuria olivacea,NA,DD,DD,NA
iucn_sid_180248.csv,TRUE,180248,Pearsonothuria graeffei,NA,LC,LC,0
iucn_sid_180257.csv,TRUE,180257,Holothuria scabra,NA,EN,EN,0.6
iucn_sid_180265.csv,TRUE,180265,Actinopyga miliaris,NA,VU,VU,0.4
iucn_sid_180275.csv,TRUE,180275,Holothuria lessoni,NA,EN,EN,0.6
iucn_sid_180285.csv,TRUE,180285,Thelenota rubralineata,NA,DD,DD,NA
iucn_sid_180286.csv,TRUE,180286,Holothuria pardalis,NA,LC,LC,0
iucn_sid_180324.csv,TRUE,180324,Thelenota anax,NA,DD,DD,NA
iucn_sid_180337.csv,TRUE,180337,Actinopyga mauritiana,NA,VU,VU,0.4
iucn_sid_180347.csv,TRUE,180347,Holothuria modesta,NA,DD,DD,NA
iucn_sid_180352.csv,TRUE,180352,Bohadschia vitiensis,NA,DD,DD,NA
iucn_sid_180367.csv,TRUE,180367,Stichopus monotuberculatus,NA,DD,DD,NA
iucn_sid_180375.csv,TRUE,180375,Holothuria leucospilota,NA,LC,LC,0
iucn_sid_180386.csv,TRUE,180386,Bohadschia similis,NA,DD,DD,NA
iucn_sid_180395.csv,TRUE,180395,Holothuria coluber,NA,LC,LC,0
iucn_sid_180406.csv,TRUE,180406,Actinopyga palauensis,NA,LC,LC,0
iucn_sid_180420.csv,TRUE,180420,Holothuria gracilis,NA,DD,DD,NA
iucn_sid_180421.csv,TRUE,180421,Holothuria atra,NA,LC,LC,0
iucn_sid_180437.csv,TRUE,180437,Holothuria arenicola,NA,DD,DD,NA
iucn_sid_180440.csv,TRUE,180440,Holothuria whitmaei,NA,EN,EN,0.6
iucn_sid_180443.csv,TRUE,180443,Holothuria rigida,NA,LC,LC,0
iucn_sid_180446.csv,TRUE,180446,Holothuria stocki,NA,DD,DD,NA
iucn_sid_180477.csv,TRUE,180477,Stichopus chloronotus,NA,LC,LC,0
iucn_sid_180479.csv,TRUE,180479,Labidodemas semperianum,NA,LC,LC,0
iucn_sid_180481.csv,TRUE,180481,Thelenota ananas,NA,EN,EN,0.6
iucn_sid_180483.csv,TRUE,180483,Holothuria flavomaculata,NA,LC,LC,0
iucn_sid_180488.csv,TRUE,180488,Stichopus horrens,NA,DD,DD,NA
iucn_sid_180494.csv,TRUE,180494,Holothuria fuscocinerea,NA,LC,LC,0
iucn_sid_180512.csv,TRUE,180512,Holothuria impatiens,NA,DD,DD,NA
iucn_sid_180518.csv,TRUE,180518,Actinopyga echinites,NA,VU,VU,0.4
iucn_sid_180525.csv,TRUE,180525,Holothuria pervicax,NA,LC,LC,0
iucn_sid_180534.csv,TRUE,180534,Holothuria inhabilis,NA,LC,LC,0
iucn_sid_180541.csv,TRUE,180541,Bohadschia argus,NA,LC,LC,0
iucn_sid_180544.csv,TRUE,180544,Stichopus noctivagus,NA,LC,LC,0
iucn_sid_180545.csv,TRUE,180545,Stichopus vastus,NA,LC,LC,0
iucn_sid_181116.csv,TRUE,181116,Neopomacentrus taeniurus,NA,DD,DD,NA
iucn_sid_18123960.csv,TRUE,18123960,Anoplogaster cornuta,NA,LC,LC,0
iucn_sid_18124015.csv,TRUE,18124015,Diretmus argenteus,NA,LC,LC,0
iucn_sid_18124163.csv,TRUE,18124163,Sargocentron praslin,NA,LC,LC,0
iucn_sid_18124179.csv,TRUE,18124179,Sargocentron rubrum,NA,LC,LC,0
iucn_sid_18124738.csv,TRUE,18124738,Dussumieria elopsoides,NA,LC,LC,0
iucn_sid_18127741.csv,TRUE,18127741,Ceratias holboelli,NA,LC,LC,0
iucn_sid_18127840.csv,TRUE,18127840,Melanocetus johnsonii,NA,LC,LC,0
iucn_sid_18128749.csv,TRUE,18128749,Oneirodes eschrichtii,NA,LC,LC,0
iucn_sid_18139045.csv,TRUE,18139045,Spectrunculus grandis,NA,LC,LC,0
iucn_sid_18140736.csv,TRUE,18140736,Dolicholagus longirostris,NA,LC,LC,0
iucn_sid_18155920.csv,TRUE,18155920,Opisthoproctus soleatus,NA,LC,LC,0
iucn_sid_18158262.csv,TRUE,18158262,Selar boops,NA,LC,LC,0
iucn_sid_18158583.csv,TRUE,18158583,Nesiarchus nasutus,NA,LC,LC,0
iucn_sid_18227119.csv,TRUE,18227119,Eurypharynx pelecanoides,NA,LC,LC,0
iucn_sid_18252612.csv,TRUE,18252612,Cyclothone acclinidens,NA,LC,LC,0
iucn_sid_18252619.csv,TRUE,18252619,Cyclothone pallida,NA,LC,LC,0
iucn_sid_18252629.csv,TRUE,18252629,Cyclothone pseudopallida,NA,LC,LC,0
iucn_sid_18252702.csv,TRUE,18252702,Diplophos taenia,NA,LC,LC,0
iucn_sid_18253276.csv,TRUE,18253276,Argyropelecus aculeatus,NA,LC,LC,0
iucn_sid_18253282.csv,TRUE,18253282,Argyropelecus gigas,NA,LC,LC,0
iucn_sid_18256458.csv,TRUE,18256458,Bathophilus digitatus,NA,LC,LC,0
iucn_sid_18256560.csv,TRUE,18256560,Echiostoma barbatum,NA,LC,LC,0
iucn_sid_18256726.csv,TRUE,18256726,Eustomias braueri,NA,DD,DD,NA
