zone,cell_id
eez,2123197
eez,2123198
eez,2123199
eez,2123200
eez,2123201
eez,2123202
eez,2123203
eez,2123204
eez,2123205
eez,2123206
eez,2123207
eez,2123208
eez,2123209
eez,2123210
eez,2123211
eez,2123212
eez,2123213
eez,2123214
eez,2123215
eez,2123216
eez,2123217
eez,2123218
eez,2123219
eez,2123220
eez,2123221
eez,2123222
eez,2123223
eez,2126030
eez,2126031
eez,2126032
eez,2126033
eez,2126034
eez,2126035
eez,2126036
eez,2126037
eez,2126038
eez,2126039
eez,2126040
eez,2126041
eez,2126042
eez,2126043
eez,2126044
eez,2126045
eez,2126046
eez,2126047
eez,2126048
eez,2126049
eez,2126050
eez,2126051
eez,2126052
eez,2126053
eez,2126054
eez,2126055
eez,2126056
eez,2126057
eez,2126058
eez,2126059
eez,2126060
eez,2126061
eez,2126062
eez,2128868
eez,2128869
eez,2128870
eez,2128871
eez,2128872
eez,2128873
eez,2128874
eez,2128875
eez,2128876
eez,2128877
eez,2128878
eez,2128879
eez,2128880
eez,2128881
eez,2128882
eez,2128883
eez,2128884
eez,2128885
eez,2128886
eez,2128887
eez,2128888
eez,2128889
eez,2128890
eez,2128891
eez,2128892
eez,2128893
eez,2128894
eez,2128895
eez,2128896
eez,2128897
eez,2128898
eez,2128899
eez,2128900
eez,2128901
eez,2131707
eez,2131708
eez,2131709
eez,2131710
eez,2131711
eez,2131712
eez,2131713
eez,2131714
eez,2131715
eez,2131716
eez,2131717
eez,2131718
eez,2131719
eez,2131720
eez,2131721
eez,2131722
eez,2131723
eez,2131724
eez,2131725
eez,2131726
eez,2131727
eez,2131728
eez,2131729
eez,2131730
eez,2131731
eez,2131732
eez,2131733
eez,2131734
eez,2131735
eez,2131736
eez,2131737
eez,2131738
eez,2131739
eez,2131740
eez,2131741
eez,2134546
eez,2134547
eez,2134548
eez,2134549
eez,2134550
eez,2134551
eez,2134552
eez,2134553
eez,2134554
eez,2134555
eez,2134556
eez,2134557
eez,2134558
eez,2134559
eez,2134560
eez,2134561
eez,2134562
eez,2134563
eez,2134564
eez,2134565
eez,2134566
eez,2134567
eez,2134568
eez,2134569
eez,2134570
eez,2134571
eez,2134572
eez,2134573
eez,2134574
eez,2134575
eez,2134576
eez,2134577
eez,2134578
eez,2134579
eez,2134580
eez,2137385
eez,2137386
eez,2137387
eez,2137388
eez,2137389
eez,2137390
eez,2137391
eez,2137392
eez,2137393
eez,2137394
eez,2137395
eez,2137396
eez,2137397
eez,2137398
eez,2137399
eez,2137400
eez,2137401
eez,2137402
eez,2137403
eez,2137404
eez,2137405
eez,2137406
eez,2137407
eez,2137408
eez,2137409
eez,2137410
eez,2137411
eez,2137412
eez,2137413
eez,2137414
eez,2137415
eez,2137416
eez,2137417
eez,2137418
eez,2137419
eez,2140224
eez,2140225
eez,2140226
eez,2140227
eez,2140228
eez,2140229
eez,2140230
eez,2140231
eez,2140232
eez,2140233
eez,2140234
eez,2140235
eez,2140236
eez,2140237
eez,2140238
eez,2140239
eez,2140240
eez,2140241
eez,2140242
eez,2140243
eez,2140244
eez,2140245
eez,2140246
eez,2140247
eez,2140248
eez,2140249
eez,2140250
eez,2140251
eez,2140252
eez,2140253
eez,2140254
eez,2140255
eez,2140256
eez,2140257
eez,2140258
eez,2143062
eez,2143063
eez,2143064
eez,2143065
eez,2143066
eez,2143067
eez,2143068
eez,2143069
eez,2143070
eez,2143071
eez,2143072
eez,2143073
eez,2143074
eez,2143075
eez,2143076
eez,2143077
eez,2143078
eez,2143079
eez,2143080
eez,2143081
eez,2143082
eez,2143083
eez,2143084
eez,2143085
eez,2143086
eez,2143087
eez,2143088
eez,2143089
eez,2143090
eez,2143091
eez,2143092
eez,2143093
eez,2143094
eez,2143095
eez,2143096
eez,2143097
eez,2145901
eez,2145902
eez,2145903
eez,2145904
eez,2145905
eez,2145906
eez,2145907
eez,2145908
eez,2145909
eez,2145910
eez,2145911
eez,2145912
eez,2145913
eez,2145914
eez,2145915
eez,2145916
eez,2145917
eez,2145918
eez,2145919
eez,2145920
eez,2145921
eez,2145922
eez,2145923
eez,2145924
eez,2145925
eez,2145926
eez,2145927
eez,2145928
eez,2145929
eez,2145930
eez,2145931
eez,2145932
eez,2145933
eez,2145934
eez,2145935
eez,2145936
eez,2148740
eez,2148741
eez,2148742
eez,2148743
eez,2148744
eez,2148745
eez,2148746
eez,2148747
eez,2148748
eez,2148749
eez,2148750
eez,2148751
eez,2148752
eez,2148753
eez,2148754
eez,2148755
eez,2148756
eez,2148757
eez,2148758
eez,2148759
eez,2148760
eez,2148761
eez,2148762
eez,2148763
eez,2148764
eez,2148765
eez,2148766
eez,2148767
eez,2148768
eez,2148769
eez,2148770
eez,2148771
eez,2148772
eez,2148773
eez,2148774
eez,2148775
eez,2151579
eez,2151580
eez,2151581
eez,2151582
eez,2151583
eez,2151584
eez,2151585
eez,2151586
eez,2151587
eez,2151588
eez,2151589
eez,2151590
eez,2151591
eez,2151592
eez,2151593
eez,2151594
eez,2151595
eez,2151596
eez,2151597
eez,2151598
eez,2151599
eez,2151600
eez,2151601
eez,2151602
eez,2151603
eez,2151604
eez,2151605
eez,2151606
eez,2151607
eez,2151608
eez,2151609
eez,2151610
eez,2151611
eez,2151612
eez,2151613
eez,2151614
eez,2154417
eez,2154418
eez,2154419
eez,2154420
eez,2154421
eez,2154422
eez,2154423
eez,2154424
eez,2154425
eez,2154426
eez,2154427
eez,2154428
eez,2154429
eez,2154430
eez,2154431
eez,2154432
eez,2154433
eez,2154434
eez,2154435
eez,2154436
eez,2154437
eez,2154438
eez,2154439
eez,2154440
eez,2154441
eez,2154442
eez,2154443
eez,2154444
eez,2154445
eez,2154446
eez,2154447
eez,2154448
eez,2154449
eez,2154450
eez,2154451
eez,2154452
eez,2154453
eez,2157256
eez,2157257
eez,2157258
eez,2157259
eez,2157260
eez,2157261
eez,2157262
eez,2157263
eez,2157264
eez,2157265
eez,2157266
eez,2157267
eez,2157268
eez,2157269
eez,2157270
eez,2157271
eez,2157272
eez,2157273
eez,2157274
eez,2157275
eez,2157276
eez,2157277
eez,2157278
eez,2157279
eez,2157280
eez,2157281
eez,2157282
eez,2157283
eez,2157284
eez,2157285
eez,2157286
eez,2157287
eez,2157288
eez,2157289
eez,2157290
eez,2157291
eez,2157292
eez,2160095
eez,2160096
eez,2160097
eez,2160098
eez,2160099
eez,2160100
eez,2160101
eez,2160102
eez,2160103
eez,2160104
eez,2160105
eez,2160106
eez,2160107
eez,2160108
eez,2160109
eez,2160110
eez,2160111
eez,2160112
eez,2160113
eez,2160114
eez,2160115
eez,2160116
eez,2160117
eez,2160118
eez,2160119
eez,2160120
eez,2160121
eez,2160122
eez,2160123
eez,2160124
eez,2160125
eez,2160126
eez,2160127
eez,2160128
eez,2160129
eez,2160130
eez,2160131
eez,2162934
eez,2162935
eez,2162936
eez,2162937
eez,2162938
eez,2162939
eez,2162940
eez,2162941
eez,2162942
eez,2162943
eez,2162944
eez,2162945
eez,2162946
eez,2162947
eez,2162948
eez,2162949
eez,2162950
eez,2162951
eez,2162952
eez,2162953
eez,2162954
eez,2162955
eez,2162956
eez,2162957
eez,2162958
eez,2162959
eez,2162960
eez,2162961
eez,2162962
eez,2162963
eez,2162964
eez,2162965
eez,2162966
eez,2162967
eez,2162968
eez,2162969
eez,2162970
eez,2165772
eez,2165773
eez,2165774
eez,2165775
eez,2165776
eez,2165777
eez,2165778
eez,2165779
eez,2165780
eez,2165781
eez,2165782
eez,2165783
eez,2165784
eez,2165785
eez,2165786
eez,2165787
eez,2165788
eez,2165789
eez,2165790
eez,2165791
eez,2165792
eez,2165793
eez,2165794
eez,2165795
eez,2165796
eez,2165797
eez,2165798
eez,2165799
eez,2165800
eez,2165801
eez,2165802
eez,2165803
eez,2165804
eez,2165805
eez,2165806
eez,2165807
eez,2165808
eez,2165809
eez,2168611
eez,2168612
eez,2168613
eez,2168614
eez,2168615
eez,2168616
eez,2168617
eez,2168618
eez,2168619
eez,2168620
eez,2168621
eez,2168622
eez,2168623
eez,2168624
eez,2168625
eez,2168626
eez,2168627
eez,2168628
eez,2168629
eez,2168630
eez,2168631
eez,2168632
eez,2168633
eez,2168634
eez,2168635
eez,2168636
eez,2168637
eez,2168638
eez,2168639
eez,2168640
eez,2168641
eez,2168642
eez,2168643
eez,2168644
eez,2168645
eez,2168646
eez,2168647
eez,2168648
eez,2171450
eez,2171451
eez,2171452
eez,2171453
eez,2171454
eez,2171455
eez,2171456
eez,2171457
eez,2171458
eez,2171459
eez,2171460
eez,2171461
eez,2171462
eez,2171463
eez,2171464
eez,2171465
eez,2171466
eez,2171467
eez,2171468
eez,2171469
eez,2171470
eez,2171471
eez,2171472
eez,2171473
eez,2171474
eez,2171475
eez,2171476
eez,2171477
eez,2171478
eez,2171479
eez,2171480
eez,2171481
eez,2171482
eez,2171483
eez,2171484
eez,2171485
eez,2171486
eez,2171487
eez,2174289
eez,2174290
eez,2174291
eez,2174292
eez,2174293
eez,2174294
eez,2174295
eez,2174296
eez,2174297
eez,2174298
eez,2174299
eez,2174300
eez,2174301
eez,2174302
eez,2174303
eez,2174304
eez,2174305
eez,2174306
eez,2174307
eez,2174308
eez,2174309
eez,2174310
eez,2174311
eez,2174312
eez,2174313
eez,2174314
eez,2174315
eez,2174316
eez,2174317
eez,2174318
eez,2174319
eez,2174320
eez,2174321
eez,2174322
eez,2174323
eez,2174324
eez,2174325
eez,2174326
eez,2177127
eez,2177128
eez,2177129
eez,2177130
eez,2177131
eez,2177132
eez,2177133
eez,2177134
eez,2177135
eez,2177136
eez,2177137
eez,2177138
eez,2177139
eez,2177140
eez,2177141
eez,2177142
eez,2177143
eez,2177144
eez,2177145
eez,2177146
eez,2177147
eez,2177148
eez,2177149
eez,2177150
eez,2177151
eez,2177152
eez,2177153
eez,2177154
eez,2177155
eez,2177156
eez,2177157
eez,2177158
eez,2177159
eez,2177160
eez,2177161
eez,2177162
eez,2177163
eez,2177164
eez,2177165
eez,2177166
eez,2179965
eez,2179966
eez,2179967
eez,2179968
eez,2179969
eez,2179970
eez,2179971
eez,2179972
eez,2179973
eez,2179974
eez,2179975
eez,2179976
eez,2179977
eez,2179978
eez,2179979
eez,2179980
eez,2179981
eez,2179982
eez,2179983
eez,2179984
eez,2179985
eez,2179986
eez,2179987
eez,2179988
eez,2179989
eez,2179990
eez,2179991
eez,2179992
eez,2179993
eez,2179994
eez,2179995
eez,2179996
eez,2179997
eez,2179998
eez,2179999
eez,2180000
eez,2180001
eez,2180002
eez,2180003
eez,2180004
eez,2180005
eez,2182803
eez,2182804
eez,2182805
eez,2182806
eez,2182807
eez,2182808
eez,2182809
eez,2182810
eez,2182811
eez,2182812
eez,2182813
eez,2182814
eez,2182815
eez,2182816
eez,2182817
eez,2182818
eez,2182819
eez,2182820
eez,2182821
eez,2182822
eez,2182823
eez,2182824
eez,2182825
eez,2182826
eez,2182827
eez,2182828
eez,2182829
eez,2182830
eez,2182831
eez,2182832
eez,2182833
eez,2182834
eez,2182835
eez,2182836
eez,2182837
eez,2182838
eez,2182839
eez,2182840
eez,2182841
eez,2182842
eez,2182843
eez,2182844
eez,2185641
eez,2185642
eez,2185643
eez,2185644
eez,2185645
eez,2185646
eez,2185647
eez,2185648
eez,2185649
eez,2185650
eez,2185651
eez,2185652
eez,2185653
eez,2185654
eez,2185655
eez,2185656
eez,2185657
eez,2185658
eez,2185659
eez,2185660
eez,2185661
eez,2185662
eez,2185663
eez,2185664
eez,2185665
eez,2185666
eez,2185667
eez,2185668
eez,2185669
eez,2185670
eez,2185671
eez,2185672
eez,2185673
eez,2185674
eez,2185675
eez,2185676
eez,2185677
eez,2185678
eez,2185679
eez,2185680
eez,2185681
eez,2185682
eez,2185683
eez,2188479
eez,2188480
eez,2188481
eez,2188482
eez,2188483
eez,2188484
eez,2188485
eez,2188486
eez,2188487
eez,2188488
eez,2188489
eez,2188490
eez,2188491
eez,2188492
eez,2188493
eez,2188494
eez,2188495
eez,2188496
eez,2188497
eez,2188498
eez,2188499
eez,2188500
eez,2188501
eez,2188502
eez,2188503
eez,2188504
eez,2188505
eez,2188506
eez,2188507
eez,2188508
eez,2188509
eez,2188510
eez,2188511
eez,2188512
eez,2188513
eez,2188514
eez,2188515
eez,2188516
eez,2188517
eez,2188518
eez,2188519
eez,2188520
eez,2188521
eez,2188522
eez,2191317
eez,2191318
eez,2191319
eez,2191320
eez,2191321
eez,2191322
eez,2191323
eez,2191324
eez,2191325
eez,2191326
eez,2191327
eez,2191328
eez,2191329
eez,2191330
eez,2191331
eez,2191332
eez,2191333
eez,2191334
eez,2191335
eez,2191336
eez,2191337
eez,2191338
eez,2191339
eez,2191340
eez,2191341
eez,2191342
eez,2191343
eez,2191344
eez,2191345
eez,2191346
eez,2191347
eez,2191348
eez,2191349
eez,2191350
eez,2191351
eez,2191352
eez,2191353
eez,2191354
eez,2191355
eez,2191356
eez,2191357
eez,2191358
eez,2191359
eez,2191360
eez,2191361
eez,2194156
eez,2194157
eez,2194158
eez,2194159
eez,2194160
eez,2194161
eez,2194162
eez,2194163
eez,2194164
eez,2194165
eez,2194166
eez,2194167
eez,2194168
eez,2194169
eez,2194170
eez,2194171
eez,2194172
eez,2194173
eez,2194174
eez,2194175
eez,2194176
eez,2194177
eez,2194178
eez,2194179
eez,2194180
eez,2194181
eez,2194182
eez,2194183
eez,2194184
eez,2194185
eez,2194186
eez,2194187
eez,2194188
eez,2194189
eez,2194190
eez,2194191
eez,2194192
eez,2194193
eez,2194194
eez,2194195
eez,2194196
eez,2194197
eez,2194198
eez,2194199
eez,2194200
eez,2196994
eez,2196995
eez,2196996
eez,2196997
eez,2196998
eez,2196999
eez,2197000
eez,2197001
eez,2197002
eez,2197003
eez,2197004
eez,2197005
eez,2197006
eez,2197007
eez,2197008
eez,2197009
eez,2197010
eez,2197011
eez,2197012
eez,2197013
eez,2197014
eez,2197015
eez,2197016
eez,2197017
eez,2197018
eez,2197019
eez,2197020
eez,2197021
eez,2197022
eez,2197023
eez,2197024
eez,2197025
eez,2197026
eez,2197027
eez,2197028
eez,2197029
eez,2197030
eez,2197031
eez,2197032
eez,2197033
eez,2197034
eez,2197035
eez,2197036
eez,2197037
eez,2197038
eez,2197039
eez,2199832
eez,2199833
eez,2199834
eez,2199835
eez,2199836
eez,2199837
eez,2199838
eez,2199839
eez,2199840
eez,2199841
eez,2199842
eez,2199843
eez,2199844
eez,2199845
eez,2199846
eez,2199847
eez,2199848
eez,2199849
eez,2199850
eez,2199851
eez,2199852
eez,2199853
eez,2199854
eez,2199855
eez,2199856
eez,2199857
eez,2199858
eez,2199859
eez,2199860
eez,2199861
eez,2199862
eez,2199863
eez,2199864
eez,2199865
eez,2199866
eez,2199867
eez,2199868
eez,2199869
eez,2199870
eez,2199871
eez,2199872
eez,2199873
eez,2199874
eez,2199875
eez,2199876
eez,2199877
eez,2199878
eez,2202671
eez,2202672
eez,2202673
eez,2202674
eez,2202675
eez,2202676
eez,2202677
eez,2202678
eez,2202679
eez,2202680
eez,2202681
eez,2202682
eez,2202683
eez,2202684
eez,2202685
eez,2202686
eez,2202687
eez,2202688
eez,2202689
eez,2202690
eez,2202691
eez,2202692
eez,2202693
eez,2202694
eez,2202695
eez,2202696
eez,2202697
eez,2202698
eez,2202699
eez,2202700
eez,2202701
eez,2202702
eez,2202703
eez,2202704
eez,2202705
eez,2202706
eez,2202707
eez,2202708
eez,2202709
eez,2202710
eez,2202711
eez,2202712
eez,2202713
eez,2202714
eez,2202715
eez,2202716
eez,2202717
eez,2205509
eez,2205510
eez,2205511
eez,2205512
eez,2205513
eez,2205514
eez,2205515
eez,2205516
eez,2205517
eez,2205518
eez,2205519
eez,2205520
eez,2205521
eez,2205522
eez,2205523
eez,2205524
eez,2205525
eez,2205526
eez,2205527
eez,2205528
eez,2205529
eez,2205530
eez,2205531
eez,2205532
eez,2205533
eez,2205534
eez,2205535
eez,2205536
eez,2205537
eez,2205538
eez,2205539
eez,2205540
eez,2205541
eez,2205542
eez,2205543
eez,2205544
eez,2205545
eez,2205546
eez,2205547
eez,2205548
eez,2205549
eez,2205550
eez,2205551
eez,2205552
eez,2205553
eez,2205554
eez,2205555
eez,2205556
eez,2208348
eez,2208349
eez,2208350
eez,2208351
eez,2208352
eez,2208353
eez,2208354
eez,2208355
eez,2208356
eez,2208357
eez,2208358
eez,2208359
eez,2208360
eez,2208361
eez,2208362
eez,2208363
eez,2208364
eez,2208365
eez,2208366
eez,2208367
eez,2208368
eez,2208369
eez,2208370
eez,2208371
eez,2208372
eez,2208373
eez,2208374
eez,2208375
eez,2208376
eez,2208377
eez,2208378
eez,2208379
eez,2208380
eez,2208381
eez,2208382
eez,2208383
eez,2208384
eez,2208385
eez,2208386
eez,2208387
eez,2208388
eez,2208389
eez,2208390
eez,2208391
eez,2208392
eez,2208393
eez,2208394
eez,2208395
eez,2211186
eez,2211187
eez,2211188
eez,2211189
eez,2211190
eez,2211191
eez,2211192
eez,2211193
eez,2211194
eez,2211195
eez,2211196
eez,2211197
eez,2211198
eez,2211199
eez,2211200
eez,2211201
eez,2211202
eez,2211203
eez,2211204
eez,2211205
eez,2211206
eez,2211207
eez,2211208
eez,2211209
eez,2211210
eez,2211211
eez,2211212
eez,2211213
eez,2211214
eez,2211215
eez,2211216
eez,2211217
eez,2211218
eez,2211219
eez,2211220
eez,2211221
eez,2211222
eez,2211223
eez,2211224
eez,2211225
eez,2211226
eez,2211227
eez,2211228
eez,2211229
eez,2211230
eez,2211231
eez,2211232
eez,2211233
eez,2211234
eez,2214025
eez,2214026
eez,2214027
eez,2214028
eez,2214029
eez,2214030
eez,2214031
eez,2214032
eez,2214033
eez,2214034
eez,2214035
eez,2214036
eez,2214037
eez,2214038
eez,2214039
eez,2214040
eez,2214041
eez,2214042
eez,2214043
eez,2214044
eez,2214045
eez,2214046
eez,2214047
eez,2214048
eez,2214049
eez,2214050
eez,2214051
eez,2214052
eez,2214053
eez,2214054
eez,2214055
eez,2214056
eez,2214057
eez,2214058
eez,2214059
eez,2214060
eez,2214061
eez,2214062
eez,2214063
eez,2214064
